dataset,split_id,method,seed,test_acc,train_acc_last_epoch,val_acc_last_epoch,runtime_sec,n_parameters,device,git_rev,output_tag,hyperparameters_json
cornell,0,djgnn,133700,0.8648648648648649,0.9885057471264368,0.7796610169491526,3790.467950352002,1329955,cpu,647d0d0ce32ff7b46dda93393452580095885df3,djgnn_all_20260403_154645__cornell,"{""hidden_channels"": 128, ""dropout"": 0.5, ""lr"": 0.03, ""wd"": 0.001, ""epochs"": 700, ""n_layers"": 5, ""num_centers"": 5}"
cornell,1,djgnn,133800,0.8648648648648649,0.9885057471264368,0.711864406779661,3788.4944960179273,1329955,cpu,647d0d0ce32ff7b46dda93393452580095885df3,djgnn_all_20260403_154645__cornell,"{""hidden_channels"": 128, ""dropout"": 0.5, ""lr"": 0.03, ""wd"": 0.001, ""epochs"": 700, ""n_layers"": 5, ""num_centers"": 5}"
cornell,2,djgnn,133900,0.8378378378378378,0.9770114942528736,0.6440677966101694,3800.9163776480127,1329955,cpu,647d0d0ce32ff7b46dda93393452580095885df3,djgnn_all_20260403_154645__cornell,"{""hidden_channels"": 128, ""dropout"": 0.5, ""lr"": 0.03, ""wd"": 0.001, ""epochs"": 700, ""n_layers"": 5, ""num_centers"": 5}"
cornell,3,djgnn,134000,0.8378378378378378,1.0,0.6440677966101694,3807.6545305070467,1329955,cpu,647d0d0ce32ff7b46dda93393452580095885df3,djgnn_all_20260403_154645__cornell,"{""hidden_channels"": 128, ""dropout"": 0.5, ""lr"": 0.03, ""wd"": 0.001, ""epochs"": 700, ""n_layers"": 5, ""num_centers"": 5}"
cornell,4,djgnn,134100,0.8108108108108109,0.9885057471264368,0.6779661016949152,3916.2803477999987,1329955,cpu,647d0d0ce32ff7b46dda93393452580095885df3,djgnn_all_20260403_154645__cornell,"{""hidden_channels"": 128, ""dropout"": 0.5, ""lr"": 0.03, ""wd"": 0.001, ""epochs"": 700, ""n_layers"": 5, ""num_centers"": 5}"
cornell,5,djgnn,134200,0.8648648648648649,0.9885057471264368,0.6610169491525424,3930.7829114849446,1329955,cpu,647d0d0ce32ff7b46dda93393452580095885df3,djgnn_all_20260403_154645__cornell,"{""hidden_channels"": 128, ""dropout"": 0.5, ""lr"": 0.03, ""wd"": 0.001, ""epochs"": 700, ""n_layers"": 5, ""num_centers"": 5}"
cornell,6,djgnn,134300,0.8378378378378378,0.9885057471264368,0.7796610169491526,3985.0662248510635,1329955,cpu,647d0d0ce32ff7b46dda93393452580095885df3,djgnn_all_20260403_154645__cornell,"{""hidden_channels"": 128, ""dropout"": 0.5, ""lr"": 0.03, ""wd"": 0.001, ""epochs"": 700, ""n_layers"": 5, ""num_centers"": 5}"
cornell,7,djgnn,134400,0.8378378378378378,0.9770114942528736,0.7966101694915254,3948.0627876719227,1329955,cpu,647d0d0ce32ff7b46dda93393452580095885df3,djgnn_all_20260403_154645__cornell,"{""hidden_channels"": 128, ""dropout"": 0.5, ""lr"": 0.03, ""wd"": 0.001, ""epochs"": 700, ""n_layers"": 5, ""num_centers"": 5}"
cornell,8,djgnn,134500,0.8918918918918919,0.9770114942528736,0.8135593220338984,3940.3359963169787,1329955,cpu,647d0d0ce32ff7b46dda93393452580095885df3,djgnn_all_20260403_154645__cornell,"{""hidden_channels"": 128, ""dropout"": 0.5, ""lr"": 0.03, ""wd"": 0.001, ""epochs"": 700, ""n_layers"": 5, ""num_centers"": 5}"
cornell,9,djgnn,134600,0.8378378378378378,0.9885057471264368,0.7627118644067796,3866.9765761640156,1329955,cpu,647d0d0ce32ff7b46dda93393452580095885df3,djgnn_all_20260403_154645__cornell,"{""hidden_channels"": 128, ""dropout"": 0.5, ""lr"": 0.03, ""wd"": 0.001, ""epochs"": 700, ""n_layers"": 5, ""num_centers"": 5}"
