method,dataset,split_id,repeat_id,seed,success,notes,dataset_root,split_file,num_nodes,num_edges,num_classes,train_count,val_count,test_count,graph_symmetrized,self_loops_added,features_normalized_for_propagation,graph_treated_as_undirected,tuning_runtime_sec,method_runtime_sec,total_runtime_sec,parameter_source,parameter_tuning_target_method,tuned_separately_for_this_method,is_distinct_method_variant,parent_method,val_acc,test_acc,mlp_hidden,mlp_layers,mlp_dropout,mlp_lr,mlp_weight_decay,mlp_epochs,a_values,selected_threshold_high,selected_weights,fraction_test_nodes_uncertain,fraction_test_nodes_changed_from_mlp,acc_test_confident_nodes,acc_test_uncertain_nodes,feature_knn_used,feature_knn_k,avg_runtime_overhead_over_mlp_sec,diagnostics_path
prop_only,texas,5,0,134200,True,,data/,/workspace/data/geom-gcn-splits/texas_split_0.6_0.2_5.npz,183,574,5,87,59,37,True,False,True,True,2.7344677500077523,0.03034000900515821,2.7648077590129105,tuned_on_predictclass_then_reused,predictclass,True,True,,0.7457627118644068,0.6216216216216216,,,,,,,"[0.2700003348042693, -0.42524708565094554, 0.43439336683643326, 0.27809793577780095, 0.171701427747517, 0.0920189911560737, 0.8239410511401752, 1.4762225006011567]",,,,,,,,,,
selective_graph_correction,texas,5,0,134200,True,,data/,/workspace/data/geom-gcn-splits/texas_split_0.6_0.2_5.npz,183,574,5,87,59,37,True,False,True,True,0.001179440994746983,0.007576447984320112,0.008755888979067095,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.847457627118644,0.7567567567567568,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.9, 'b3': 0.0, 'b4': 0.3, 'b5': 0.2}",0.02702702702702703,0.02702702702702703,0.7777777777777778,0.0,False,5,0.008755888979067095,logs/texas_selective_graph_correction_split5_rep0.json
mlp_only,texas,6,0,134300,True,,data/,/workspace/data/geom-gcn-splits/texas_split_0.6_0.2_6.npz,183,574,5,87,59,37,True,False,True,True,0.22771413000009488,6.877000851090997e-05,0.2277829000086058,mlp_only_self_tuned,mlp_only,True,True,,0.7966101765632629,0.7567567825317383,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,texas,6,0,134300,True,,data/,/workspace/data/geom-gcn-splits/texas_split_0.6_0.2_6.npz,183,574,5,87,59,37,True,False,True,True,2.676682870995137,0.030579086000216193,2.707261956995353,tuned_on_predictclass_then_reused,predictclass,True,True,,0.6610169491525424,0.5945945945945946,,,,,,,"[0.17157461586020806, -0.2103337127983012, 0.11886153923207365, 0.11736193218548907, 0.04234119427271092, 0.027862086864761396, 0.7437878339216739, 0.8826558062870452]",,,,,,,,,,
selective_graph_correction,texas,6,0,134300,True,,data/,/workspace/data/geom-gcn-splits/texas_split_0.6_0.2_6.npz,183,574,5,87,59,37,True,False,True,True,0.00124859600327909,0.0076880910055479035,0.008936687008826993,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.7966101694915254,0.7567567567567568,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.6, 'b3': 0.0, 'b4': 0.5, 'b5': 0.3}",0.05405405405405406,0.0,0.7714285714285715,0.5,False,5,0.008936687008826993,logs/texas_selective_graph_correction_split6_rep0.json
mlp_only,texas,7,0,134400,True,,data/,/workspace/data/geom-gcn-splits/texas_split_0.6_0.2_7.npz,183,574,5,87,59,37,True,False,True,True,0.21065336700121406,7.061001088004559e-05,0.2107239770120941,mlp_only_self_tuned,mlp_only,True,True,,0.7796609997749329,0.7837837934494019,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,texas,7,0,134400,True,,data/,/workspace/data/geom-gcn-splits/texas_split_0.6_0.2_7.npz,183,574,5,87,59,37,True,False,True,True,2.704691052000271,0.028730865000397898,2.733421917000669,tuned_on_predictclass_then_reused,predictclass,True,True,,0.711864406779661,0.6216216216216216,,,,,,,"[0.04821414590866091, -0.4952053666304908, 0.46717138705566413, 0.36049323837062325, 0.12014135324047566, 0.06889636655977496, 0.7300839696291547, 1.38300943569871]",,,,,,,,,,
selective_graph_correction,texas,7,0,134400,True,,data/,/workspace/data/geom-gcn-splits/texas_split_0.6_0.2_7.npz,183,574,5,87,59,37,True,False,True,True,0.001321685005677864,0.007343400997342542,0.008665086003020406,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.7796610169491526,0.7837837837837838,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.6, 'b3': 0.0, 'b4': 0.5, 'b5': 0.3}",0.0,0.0,0.7837837837837838,,False,5,0.008665086003020406,logs/texas_selective_graph_correction_split7_rep0.json
mlp_only,texas,8,0,134500,True,,data/,/workspace/data/geom-gcn-splits/texas_split_0.6_0.2_8.npz,183,574,5,87,59,37,True,False,True,True,0.21475688999635167,8.410299778915942e-05,0.21484099299414083,mlp_only_self_tuned,mlp_only,True,True,,0.8474576473236084,0.6756756901741028,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,texas,8,0,134500,True,,data/,/workspace/data/geom-gcn-splits/texas_split_0.6_0.2_8.npz,183,574,5,87,59,37,True,False,True,True,2.929694812002708,0.032446661993162706,2.962141473995871,tuned_on_predictclass_then_reused,predictclass,True,True,,0.288135593220339,0.2972972972972973,,,,,,,"[0.3762583031832825, 1.1311195767628803, 0.6388944879644156, 0.07501159685138192, 0.1393665359984042, 0.018542640162011872, 0.6160376308558096, 0.6428841081860865]",,,,,,,,,,
selective_graph_correction,texas,8,0,134500,True,,data/,/workspace/data/geom-gcn-splits/texas_split_0.6_0.2_8.npz,183,574,5,87,59,37,True,False,True,True,0.0012647369876503944,0.007975148997502401,0.009239885985152796,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.7966101694915254,0.6756756756756757,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.6, 'b3': 0.0, 'b4': 0.5, 'b5': 0.3}",0.02702702702702703,0.0,0.6944444444444444,0.0,False,5,0.009239885985152796,logs/texas_selective_graph_correction_split8_rep0.json
mlp_only,texas,9,0,134600,True,,data/,/workspace/data/geom-gcn-splits/texas_split_0.6_0.2_9.npz,183,574,5,87,59,37,True,False,True,True,0.20976613099628594,8.454600174445659e-05,0.2098506769980304,mlp_only_self_tuned,mlp_only,True,True,,0.7796609997749329,0.8108108043670654,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,texas,9,0,134600,True,,data/,/workspace/data/geom-gcn-splits/texas_split_0.6_0.2_9.npz,183,574,5,87,59,37,True,False,True,True,2.934420017991215,0.03461098099069204,2.969030998981907,tuned_on_predictclass_then_reused,predictclass,True,True,,0.423728813559322,0.6216216216216216,,,,,,,"[0.41721462079531796, -0.4219988818570193, 0.3561090041643231, 0.053957833160991286, 0.2858067629355499, 0.029510148643827828, 0.7588827167501662, 1.1086765148027773]",,,,,,,,,,
selective_graph_correction,texas,9,0,134600,True,,data/,/workspace/data/geom-gcn-splits/texas_split_0.6_0.2_9.npz,183,574,5,87,59,37,True,False,True,True,0.0013198859960539266,0.008066386013524607,0.009386272009578533,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.7796610169491526,0.8108108108108109,,,,,,,,0.1,"{'b1': 1.0, 'b2': 0.6, 'b3': 0.0, 'b4': 0.5, 'b5': 0.3}",0.1891891891891892,0.08108108108108109,0.9,0.42857142857142855,False,5,0.009386272009578533,logs/texas_selective_graph_correction_split9_rep0.json
mlp_only,chameleon,0,0,133700,True,,data/,/workspace/data/geom-gcn-splits/chameleon_split_0.6_0.2_0.npz,2277,62792,5,1092,729,456,True,False,True,True,0.954469585994957,0.00010864599607884884,0.9545782319910359,mlp_only_self_tuned,mlp_only,True,True,,0.4622770845890045,0.4429824650287628,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,chameleon,0,0,133700,True,,data/,/workspace/data/geom-gcn-splits/chameleon_split_0.6_0.2_0.npz,2277,62792,5,1092,729,456,True,False,True,True,60.97858519399597,0.7594938950060168,61.738079089001985,tuned_on_predictclass_then_reused,predictclass,True,True,,0.42112482853223593,0.3706140350877193,,,,,,,"[0.23543642809566995, -0.4943937609264079, 0.4245719118615158, 0.037368556387470275, 0.27847893696198317, 0.05111456393375488, 0.8184386367053098, 0.900336631477035]",,,,,,,,,,
selective_graph_correction,chameleon,0,0,133700,True,,data/,/workspace/data/geom-gcn-splits/chameleon_split_0.6_0.2_0.npz,2277,62792,5,1092,729,456,True,False,True,True,0.002891766998800449,0.2899443290079944,0.29283609600679483,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.46502057613168724,0.44298245614035087,,,,,,,,0.1,"{'b1': 1.0, 'b2': 0.9, 'b3': 0.0, 'b4': 0.3, 'b5': 0.2}",0.06140350877192982,0.0043859649122807015,0.4485981308411215,0.35714285714285715,False,5,0.29283609600679483,logs/chameleon_selective_graph_correction_split0_rep0.json
mlp_only,chameleon,1,0,133800,True,,data/,/workspace/data/geom-gcn-splits/chameleon_split_0.6_0.2_1.npz,2277,62792,5,1092,729,456,True,False,True,True,1.0105773219984258,0.00011855199409183115,1.0106958739925176,mlp_only_self_tuned,mlp_only,True,True,,0.4513031542301178,0.4583333432674408,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,chameleon,1,0,133800,True,,data/,/workspace/data/geom-gcn-splits/chameleon_split_0.6_0.2_1.npz,2277,62792,5,1092,729,456,True,False,True,True,61.7721610719891,0.743278697002097,62.5154397689912,tuned_on_predictclass_then_reused,predictclass,True,True,,0.3786008230452675,0.4166666666666667,,,,,,,"[0.2544703896350731, -0.08959405241856244, 0.4023394798742731, 0.10181299093824026, 0.163118540556474, 0.09702186767736021, 0.7279678889829009, 0.7713157582578111]",,,,,,,,,,
selective_graph_correction,chameleon,1,0,133800,True,,data/,/workspace/data/geom-gcn-splits/chameleon_split_0.6_0.2_1.npz,2277,62792,5,1092,729,456,True,False,True,True,0.0028577219927683473,0.28875569297815673,0.2916134149709251,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.4513031550068587,0.46271929824561403,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.9, 'b3': 0.0, 'b4': 0.3, 'b5': 0.2}",0.039473684210526314,0.010964912280701754,0.4680365296803653,0.3333333333333333,False,5,0.2916134149709251,logs/chameleon_selective_graph_correction_split1_rep0.json
mlp_only,chameleon,2,0,133900,True,,data/,/workspace/data/geom-gcn-splits/chameleon_split_0.6_0.2_2.npz,2277,62792,5,1092,729,456,True,False,True,True,0.9309294090053299,8.996299584396183e-05,0.9310193720011739,mlp_only_self_tuned,mlp_only,True,True,,0.4156378507614136,0.4736842215061188,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,chameleon,2,0,133900,True,,data/,/workspace/data/geom-gcn-splits/chameleon_split_0.6_0.2_2.npz,2277,62792,5,1092,729,456,True,False,True,True,57.97519996200572,0.714841613007593,58.69004157501331,tuned_on_predictclass_then_reused,predictclass,True,True,,0.39094650205761317,0.3267543859649123,,,,,,,"[0.3131700387091043, 0.033809716863858585, 0.4513096381696511, 0.2993555849472192, 0.12816303899201706, 0.09016913982145773, 0.7626429355069331, 0.594564791417286]",,,,,,,,,,
selective_graph_correction,chameleon,2,0,133900,True,,data/,/workspace/data/geom-gcn-splits/chameleon_split_0.6_0.2_2.npz,2277,62792,5,1092,729,456,True,False,True,True,0.002771507002762519,0.28667266899719834,0.28944417599996086,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.42661179698216734,0.4758771929824561,,,,,,,,0.2,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5}",0.1162280701754386,0.03289473684210526,0.49379652605459057,0.33962264150943394,False,5,0.28944417599996086,logs/chameleon_selective_graph_correction_split2_rep0.json
mlp_only,chameleon,3,0,134000,True,,data/,/workspace/data/geom-gcn-splits/chameleon_split_0.6_0.2_3.npz,2277,62792,5,1092,729,456,True,False,True,True,0.9285604400065495,9.645700629334897e-05,0.9286568970128428,mlp_only_self_tuned,mlp_only,True,True,,0.4471879303455353,0.4912280738353729,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,chameleon,3,0,134000,True,,data/,/workspace/data/geom-gcn-splits/chameleon_split_0.6_0.2_3.npz,2277,62792,5,1092,729,456,True,False,True,True,57.49075116599852,0.7270382350106956,58.21778940100921,tuned_on_predictclass_then_reused,predictclass,True,True,,0.40054869684499317,0.4144736842105263,,,,,,,"[0.4360538687051148, 0.04229819888735997, 0.3592224576898309, 0.04819509892815643, 0.10611610945418239, 0.04860818127318983, 0.6759153022794584, 1.0513272269511273]",,,,,,,,,,
selective_graph_correction,chameleon,3,0,134000,True,,data/,/workspace/data/geom-gcn-splits/chameleon_split_0.6_0.2_3.npz,2277,62792,5,1092,729,456,True,False,True,True,0.002860447988496162,0.28803164600685704,0.2908920939953532,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.44718792866941015,0.49122807017543857,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.9, 'b3': 0.0, 'b4': 0.3, 'b5': 0.2}",0.017543859649122806,0.0043859649122807015,0.4955357142857143,0.25,False,5,0.2908920939953532,logs/chameleon_selective_graph_correction_split3_rep0.json
mlp_only,chameleon,4,0,134100,True,,data/,/workspace/data/geom-gcn-splits/chameleon_split_0.6_0.2_4.npz,2277,62792,5,1092,729,456,True,False,True,True,0.9700178849889198,0.00011292299313936383,0.9701308079820592,mlp_only_self_tuned,mlp_only,True,True,,0.4540466368198395,0.46710526943206787,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,chameleon,4,0,134100,True,,data/,/workspace/data/geom-gcn-splits/chameleon_split_0.6_0.2_4.npz,2277,62792,5,1092,729,456,True,False,True,True,59.471643889002735,0.7021144539903617,60.1737583429931,tuned_on_predictclass_then_reused,predictclass,True,True,,0.34705075445816186,0.34210526315789475,,,,,,,"[0.028950567082236256, -0.10819664374966143, 0.3846337045988173, 0.0655438728131919, 0.03983513174680797, 0.09033034559171285, 0.6499653599007129, 1.1064536120150446]",,,,,,,,,,
selective_graph_correction,chameleon,4,0,134100,True,,data/,/workspace/data/geom-gcn-splits/chameleon_split_0.6_0.2_4.npz,2277,62792,5,1092,729,456,True,False,True,True,0.0028552639996632934,0.28120772099646274,0.28406298499612603,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.4567901234567901,0.46710526315789475,,,,,,,,0.1,"{'b1': 1.2, 'b2': 0.5, 'b3': 0.0, 'b4': 0.4, 'b5': 0.2}",0.06140350877192982,0.0043859649122807015,0.4696261682242991,0.42857142857142855,False,5,0.28406298499612603,logs/chameleon_selective_graph_correction_split4_rep0.json
mlp_only,chameleon,5,0,134200,True,,data/,/workspace/data/geom-gcn-splits/chameleon_split_0.6_0.2_5.npz,2277,62792,5,1092,729,456,True,False,True,True,0.9572076430049492,0.00014533300418406725,0.9573529760091333,mlp_only_self_tuned,mlp_only,True,True,,0.44307270646095276,0.45614033937454224,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,chameleon,5,0,134200,True,,data/,/workspace/data/geom-gcn-splits/chameleon_split_0.6_0.2_5.npz,2277,62792,5,1092,729,456,True,False,True,True,59.424165613003424,0.6981038630037801,60.122269476007205,tuned_on_predictclass_then_reused,predictclass,True,True,,0.3429355281207133,0.38377192982456143,,,,,,,"[0.24015905719135472, -0.38693019595332095, 0.47489633892885147, 0.0669241142567687, 0.16399594614926882, 0.08865191175482467, 0.819745987161864, 0.5041939257021194]",,,,,,,,,,
selective_graph_correction,chameleon,5,0,134200,True,,data/,/workspace/data/geom-gcn-splits/chameleon_split_0.6_0.2_5.npz,2277,62792,5,1092,729,456,True,False,True,True,0.0031026000069687143,0.2796833940083161,0.2827859940152848,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.4513031550068587,0.4605263157894737,,,,,,,,0.25,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5}",0.12719298245614036,0.021929824561403508,0.47738693467336685,0.3448275862068966,False,5,0.2827859940152848,logs/chameleon_selective_graph_correction_split5_rep0.json
mlp_only,chameleon,6,0,134300,True,,data/,/workspace/data/geom-gcn-splits/chameleon_split_0.6_0.2_6.npz,2277,62792,5,1092,729,456,True,False,True,True,0.933304770005634,0.00012796100054401904,0.9334327310061781,mlp_only_self_tuned,mlp_only,True,True,,0.4266118109226227,0.445175439119339,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,chameleon,6,0,134300,True,,data/,/workspace/data/geom-gcn-splits/chameleon_split_0.6_0.2_6.npz,2277,62792,5,1092,729,456,True,False,True,True,58.69088071300939,0.700892439999734,59.391773153009126,tuned_on_predictclass_then_reused,predictclass,True,True,,0.345679012345679,0.38596491228070173,,,,,,,"[0.4598120632046851, -0.1064639296046167, 0.22540238954116315, 0.1152459544884814, 0.25739139719755627, 0.06335884827232699, 0.6370533286620201, 0.7143242238255041]",,,,,,,,,,
selective_graph_correction,chameleon,6,0,134300,True,,data/,/workspace/data/geom-gcn-splits/chameleon_split_0.6_0.2_6.npz,2277,62792,5,1092,729,456,True,False,True,True,0.0028327389882178977,0.2794292559992755,0.2822619949874934,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.4334705075445816,0.44956140350877194,,,,,,,,0.1,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5}",0.05921052631578947,0.017543859649122806,0.45454545454545453,0.37037037037037035,False,5,0.2822619949874934,logs/chameleon_selective_graph_correction_split6_rep0.json
mlp_only,chameleon,7,0,134400,True,,data/,/workspace/data/geom-gcn-splits/chameleon_split_0.6_0.2_7.npz,2277,62792,5,1092,729,456,True,False,True,True,0.9396168239909457,0.0001138299994636327,0.9397306539904093,mlp_only_self_tuned,mlp_only,True,True,,0.4444444477558136,0.4517543911933899,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,chameleon,7,0,134400,True,,data/,/workspace/data/geom-gcn-splits/chameleon_split_0.6_0.2_7.npz,2277,62792,5,1092,729,456,True,False,True,True,59.84941732900916,0.7447561459994176,60.594173475008574,tuned_on_predictclass_then_reused,predictclass,True,True,,0.4101508916323731,0.4451754385964912,,,,,,,"[0.2033665170369095, -0.4530761091128571, 0.4933925096280063, 0.027499742866812005, 0.1474372638067105, 0.06573986948453768, 0.83408743606176, 1.1731461817377369]",,,,,,,,,,
selective_graph_correction,chameleon,7,0,134400,True,,data/,/workspace/data/geom-gcn-splits/chameleon_split_0.6_0.2_7.npz,2277,62792,5,1092,729,456,True,False,True,True,0.002807757002301514,0.28844917700916994,0.29125693401147146,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.4458161865569273,0.44956140350877194,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.6, 'b3': 0.0, 'b4': 0.5, 'b5': 0.3}",0.03728070175438596,0.010964912280701754,0.45558086560364464,0.29411764705882354,False,5,0.29125693401147146,logs/chameleon_selective_graph_correction_split7_rep0.json
mlp_only,chameleon,8,0,134500,True,,data/,/workspace/data/geom-gcn-splits/chameleon_split_0.6_0.2_8.npz,2277,62792,5,1092,729,456,True,False,True,True,0.935412348000682,0.00014037100481800735,0.9355527190055,mlp_only_self_tuned,mlp_only,True,True,,0.47325101494789124,0.4649122953414917,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
