method,dataset,split_id,repeat_id,seed,success,notes,dataset_root,split_file,num_nodes,num_edges,num_classes,train_count,val_count,test_count,graph_symmetrized,self_loops_added,features_normalized_for_propagation,graph_treated_as_undirected,tuning_runtime_sec,method_runtime_sec,total_runtime_sec,parameter_source,parameter_tuning_target_method,tuned_separately_for_this_method,is_distinct_method_variant,parent_method,val_acc,test_acc,mlp_hidden,mlp_layers,mlp_dropout,mlp_lr,mlp_weight_decay,mlp_epochs,a_values,selected_threshold_high,selected_weights,fraction_test_nodes_uncertain,fraction_test_nodes_changed_from_mlp,acc_test_confident_nodes,acc_test_uncertain_nodes,feature_knn_used,feature_knn_k,avg_runtime_overhead_over_mlp_sec,diagnostics_path
prop_only,cora,1,0,133800,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_1.npz,2708,10556,7,1192,796,497,True,False,True,True,32.08279532799497,0.3499036509892903,32.43269897898426,tuned_on_predictclass_then_reused,predictclass,True,True,,0.8140703517587939,0.8289738430583501,,,,,,,"[0.4791507176277545, 4.120283943739414, 2.692651718603196, 0.0047543133253140635, 0.10443749892652752, 0.0698027107718971, 0.4728484519440628, 0.7545388800592324]",,,,,,,,,,
selective_graph_correction,cora,1,0,133800,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_1.npz,2708,10556,7,1192,796,497,True,False,True,True,0.0030465969757642597,0.09916958599933423,0.10221618297509849,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.75,0.7223340040241448,,,,,,,,0.518901,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5}",0.16498993963782696,0.04024144869215292,0.7662650602409639,0.5,False,5,0.10221618297509849,logs/cora_selective_graph_correction_split1_rep0.json
mlp_only,cora,1,1,133801,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_1.npz,2708,10556,7,1192,796,497,True,False,True,True,0.8955679190112278,9.441500878892839e-05,0.8956623340200167,mlp_only_self_tuned,mlp_only,True,True,,0.713567852973938,0.7042253613471985,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,cora,1,1,133801,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_1.npz,2708,10556,7,1192,796,497,True,False,True,True,36.61745115998201,0.404541583993705,37.021992743975716,tuned_on_predictclass_then_reused,predictclass,True,True,,0.8153266331658291,0.8329979879275654,,,,,,,"[0.450469788636457, 4.012265756790091, 2.8005947281523307, 0.028817670921813088, 0.2052084029018123, 0.0902754749225425, 0.765830767004763, 0.9405178104710914]",,,,,,,,,,
selective_graph_correction,cora,1,1,133801,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_1.npz,2708,10556,7,1192,796,497,True,False,True,True,0.0038396700110752136,0.11115500002051704,0.11499467003159225,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.7512562814070352,0.7464788732394366,,,,,,,,0.559612,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5}",0.22334004024144868,0.052313883299798795,0.8031088082901554,0.5495495495495496,False,5,0.11499467003159225,logs/cora_selective_graph_correction_split1_rep1.json
mlp_only,cora,1,2,133802,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_1.npz,2708,10556,7,1192,796,497,True,False,True,True,0.9722809419909026,0.00017711802502162755,0.9724580600159243,mlp_only_self_tuned,mlp_only,True,True,,0.7060301303863525,0.7062374353408813,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,cora,1,2,133802,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_1.npz,2708,10556,7,1192,796,497,True,False,True,True,34.70031949301483,0.3270524140098132,35.027371907024644,tuned_on_predictclass_then_reused,predictclass,True,True,,0.8165829145728644,0.8329979879275654,,,,,,,"[0.33901536506958774, 6.368093846587276, 2.1630635644306095, 0.027242060353078246, 0.07775830831341678, 0.05683288140638707, 0.5349132613589156, 0.10705908611937864]",,,,,,,,,,
selective_graph_correction,cora,1,2,133802,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_1.npz,2708,10556,7,1192,796,497,True,False,True,True,0.0030641589837614447,0.09536197799025103,0.09842613697401248,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.7412060301507538,0.738430583501006,,,,,,,,0.583997,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5}",0.2012072434607646,0.03822937625754527,0.7758186397984886,0.59,False,5,0.09842613697401248,logs/cora_selective_graph_correction_split1_rep2.json
mlp_only,cora,2,0,133900,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_2.npz,2708,10556,7,1192,796,497,True,False,True,True,0.9060153719910886,0.00012584400246851146,0.9061412159935571,mlp_only_self_tuned,mlp_only,True,True,,0.6984924674034119,0.7303823232650757,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,cora,2,0,133900,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_2.npz,2708,10556,7,1192,796,497,True,False,True,True,31.2163045409834,0.3789834290219005,31.5952879700053,tuned_on_predictclass_then_reused,predictclass,True,True,,0.8190954773869347,0.8551307847082495,,,,,,,"[0.09697806384068014, 1.4062709655156533, 0.4637206794601372, 0.013747104974050794, 0.1423092548604294, 0.025763758112950987, 0.7501351775309513, 0.7190809899207895]",,,,,,,,,,
selective_graph_correction,cora,2,0,133900,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_2.npz,2708,10556,7,1192,796,497,True,False,True,True,0.0032692140084691346,0.10572538897395134,0.10899460298242047,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.7349246231155779,0.7645875251509054,,,,,,,,0.576215,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5}",0.1488933601609658,0.03822937625754527,0.8037825059101655,0.5405405405405406,False,5,0.10899460298242047,logs/cora_selective_graph_correction_split2_rep0.json
mlp_only,cora,2,1,133901,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_2.npz,2708,10556,7,1192,796,497,True,False,True,True,0.91168740298599,0.00012153200805187225,0.9118089349940419,mlp_only_self_tuned,mlp_only,True,True,,0.6922110319137573,0.7323943376541138,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,cora,2,1,133901,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_2.npz,2708,10556,7,1192,796,497,True,False,True,True,33.55916926602367,0.32901287998538464,33.88818214600906,tuned_on_predictclass_then_reused,predictclass,True,True,,0.821608040201005,0.869215291750503,,,,,,,"[0.3737312415868849, 4.605380107384799, 2.3105198834665406, 0.037285495735071006, 0.05800292054164896, 0.07926569138331294, 0.5776632104128836, 0.03389905563136408]",,,,,,,,,,
selective_graph_correction,cora,2,1,133901,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_2.npz,2708,10556,7,1192,796,497,True,False,True,True,0.0032443240052089095,0.0952791270101443,0.0985234510153532,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.7273869346733668,0.7605633802816901,,,,,,,,0.768089,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5}",0.23742454728370221,0.03219315895372234,0.8284960422163589,0.5423728813559322,False,5,0.0985234510153532,logs/cora_selective_graph_correction_split2_rep1.json
mlp_only,cora,2,2,133902,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_2.npz,2708,10556,7,1192,796,497,True,False,True,True,0.9105703240202274,0.0001351649989373982,0.9107054890191648,mlp_only_self_tuned,mlp_only,True,True,,0.7160804271697998,0.7404426336288452,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,cora,2,2,133902,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_2.npz,2708,10556,7,1192,796,497,True,False,True,True,30.212221180001507,0.32758413499686867,30.539805314998375,tuned_on_predictclass_then_reused,predictclass,True,True,,0.8341708542713567,0.8631790744466801,,,,,,,"[0.07782983483036499, 2.2914694836807694, 1.3135556946689002, 0.009362477107681288, 0.23693350130121396, 0.042873661810563624, 0.4582889038811179, 0.3857745216627282]",,,,,,,,,,
selective_graph_correction,cora,2,2,133902,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_2.npz,2708,10556,7,1192,796,497,True,False,True,True,0.0030740610091015697,0.09597448600106873,0.0990485470101703,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.7487437185929648,0.7665995975855131,,,,,,,,0.759058,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5}",0.2575452716297787,0.04225352112676056,0.8482384823848238,0.53125,False,5,0.0990485470101703,logs/cora_selective_graph_correction_split2_rep2.json
mlp_only,cora,3,0,134000,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_3.npz,2708,10556,7,1192,796,497,True,False,True,True,0.9055700010212604,0.00011754198931157589,0.905687543010572,mlp_only_self_tuned,mlp_only,True,True,,0.7072864174842834,0.7162978053092957,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,cora,3,0,134000,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_3.npz,2708,10556,7,1192,796,497,True,False,True,True,31.813958220009226,0.35351473500486463,32.16747295501409,tuned_on_predictclass_then_reused,predictclass,True,True,,0.8203517587939698,0.8289738430583501,,,,,,,"[0.34183488243765636, 2.639610851571059, 2.509279702176148, 0.011044634760196514, 0.19786154509257264, 0.08598768505445052, 0.7585270600979468, 0.44948663495498964]",,,,,,,,,,
selective_graph_correction,cora,3,0,134000,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_3.npz,2708,10556,7,1192,796,497,True,False,True,True,0.0030774710176046938,0.10170021301019005,0.10477768402779475,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.7412060301507538,0.7525150905432596,,,,,,,,0.534321,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5}",0.2012072434607646,0.04627766599597585,0.783375314861461,0.63,False,5,0.10477768402779475,logs/cora_selective_graph_correction_split3_rep0.json
mlp_only,cora,3,1,134001,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_3.npz,2708,10556,7,1192,796,497,True,False,True,True,0.9065042269940022,0.00011553798685781658,0.90661976498086,mlp_only_self_tuned,mlp_only,True,True,,0.6934673190116882,0.7142857313156128,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,cora,3,1,134001,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_3.npz,2708,10556,7,1192,796,497,True,False,True,True,32.1809842880175,0.3600277100049425,32.54101199802244,tuned_on_predictclass_then_reused,predictclass,True,True,,0.8165829145728644,0.8390342052313883,,,,,,,"[0.0671098825924763, 6.1094963941707, 1.354312424946333, 0.01786696771562668, 0.20884592633731033, 0.0813978738682223, 0.7335626833408166, 0.9368007370613374]",,,,,,,,,,
selective_graph_correction,cora,3,1,134001,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_3.npz,2708,10556,7,1192,796,497,True,False,True,True,0.0031794819806236774,0.10075584700098261,0.10393532898160629,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.7185929648241206,0.7585513078470825,,,,,,,,0.744418,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5}",0.2937625754527163,0.05432595573440644,0.8233618233618234,0.6027397260273972,False,5,0.10393532898160629,logs/cora_selective_graph_correction_split3_rep1.json
mlp_only,cora,3,2,134002,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_3.npz,2708,10556,7,1192,796,497,True,False,True,True,0.9099538149894215,0.00011156799155287445,0.9100653829809744,mlp_only_self_tuned,mlp_only,True,True,,0.6859296560287476,0.7142857313156128,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,cora,3,2,134002,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_3.npz,2708,10556,7,1192,796,497,True,False,True,True,31.0987662380212,0.33731798399821855,31.436084222019417,tuned_on_predictclass_then_reused,predictclass,True,True,,0.8253768844221105,0.8249496981891348,,,,,,,"[0.3770656974851676, 7.589862416704149, 2.7034309205268676, 0.007241182421480807, 0.010867093410530425, 0.0710655597463357, 0.4300099310471019, 0.06759154694829095]",,,,,,,,,,
selective_graph_correction,cora,3,2,134002,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_3.npz,2708,10556,7,1192,796,497,True,False,True,True,0.0031880729948170483,0.09781226702034473,0.10100034001516178,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.7211055276381909,0.7484909456740443,,,,,,,,0.553821,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5}",0.193158953722334,0.04024144869215292,0.7755610972568578,0.6354166666666666,False,5,0.10100034001516178,logs/cora_selective_graph_correction_split3_rep2.json
mlp_only,cora,4,0,134100,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_4.npz,2708,10556,7,1192,796,497,True,False,True,True,0.9293631199980155,0.00010664301225915551,0.9294697630102746,mlp_only_self_tuned,mlp_only,True,True,,0.69597989320755,0.758551299571991,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,cora,4,0,134100,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_4.npz,2708,10556,7,1192,796,497,True,False,True,True,33.301990469015436,0.3720668450114317,33.67405731402687,tuned_on_predictclass_then_reused,predictclass,True,True,,0.8341708542713567,0.8209255533199196,,,,,,,"[0.09156897170030281, 4.275271054272149, 1.2818976609111021, 0.0012441713984319147, 0.2843388806813187, 0.09482596966860878, 0.570613796237039, 0.5804272793805726]",,,,,,,,,,
selective_graph_correction,cora,4,0,134100,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_4.npz,2708,10556,7,1192,796,497,True,False,True,True,0.0034887749934569,0.10131266299868003,0.10480143799213693,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.7298994974874372,0.7887323943661971,,,,,,,,0.576561,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5}",0.17706237424547283,0.03420523138832998,0.8166259168704156,0.6590909090909091,False,5,0.10480143799213693,logs/cora_selective_graph_correction_split4_rep0.json
mlp_only,cora,4,1,134101,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_4.npz,2708,10556,7,1192,796,497,True,False,True,True,0.9136037979915272,0.00013427698286250234,0.9137380749743897,mlp_only_self_tuned,mlp_only,True,True,,0.7010050415992737,0.7344064116477966,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,cora,4,1,134101,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_4.npz,2708,10556,7,1192,796,497,True,False,True,True,31.912696535000578,0.3325380229798611,32.24523455798044,tuned_on_predictclass_then_reused,predictclass,True,True,,0.835427135678392,0.8189134808853119,,,,,,,"[0.3311077705263447, 1.5534040033018868, 1.7410701818534629, 0.01420034612504667, 0.1364547581986328, 0.04189356706991089, 0.537367181365711, 0.3321148263931807]",,,,,,,,,,
selective_graph_correction,cora,4,1,134101,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_4.npz,2708,10556,7,1192,796,497,True,False,True,True,0.0031174420146271586,0.09636265598237514,0.0994800979970023,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.7412060301507538,0.7907444668008048,,,,,,,,0.598491,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5}",0.22736418511066397,0.07243460764587525,0.8411458333333334,0.6194690265486725,False,5,0.0994800979970023,logs/cora_selective_graph_correction_split4_rep1.json
mlp_only,cora,4,2,134102,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_4.npz,2708,10556,7,1192,796,497,True,False,True,True,0.9037896030058619,0.00010140598169527948,0.9038910089875571,mlp_only_self_tuned,mlp_only,True,True,,0.6922110319137573,0.7525150775909424,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,cora,4,2,134102,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_4.npz,2708,10556,7,1192,796,497,True,False,True,True,34.53223667401471,0.3967183879867662,34.92895506200148,tuned_on_predictclass_then_reused,predictclass,True,True,,0.8329145728643216,0.8229376257545271,,,,,,,"[0.0545260158964842, 7.761651502916289, 0.7818407147456661, 0.03592805081649275, 0.14695521061964942, 0.09168442808584648, 0.5193339865583577, 0.6602602584450414]",,,,,,,,,,
selective_graph_correction,cora,4,2,134102,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_4.npz,2708,10556,7,1192,796,497,True,False,True,True,0.0034122159995604306,0.10865094902692363,0.11206316502648406,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.7273869346733668,0.7826961770623743,,,,,,,,0.558609,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5}",0.19517102615694165,0.03420523138832998,0.8125,0.6597938144329897,False,5,0.11206316502648406,logs/cora_selective_graph_correction_split4_rep2.json
mlp_only,cora,5,0,134200,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_5.npz,2708,10556,7,1192,796,497,True,False,True,True,0.9080340260115918,0.00013061900972388685,0.9081646450213157,mlp_only_self_tuned,mlp_only,True,True,,0.6809045076370239,0.7183098793029785,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,cora,5,0,134200,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_5.npz,2708,10556,7,1192,796,497,True,False,True,True,33.60845673800213,0.33125264901900664,33.93970938702114,tuned_on_predictclass_then_reused,predictclass,True,True,,0.8015075376884422,0.8148893360160966,,,,,,,"[0.1473809567998437, 5.652854936544238, 1.9453112107188781, 0.0171942241093217, 0.19053780860362773, 0.00016307168016798103, 0.5140239243070017, 0.5449189272806536]",,,,,,,,,,
selective_graph_correction,cora,5,0,134200,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_5.npz,2708,10556,7,1192,796,497,True,False,True,True,0.0031126489921007305,0.09629588000825606,0.0994085290003568,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.7286432160804021,0.7464788732394366,,,,,,,,0.551519,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5}",0.21327967806841047,0.04225352112676056,0.7953964194373402,0.5660377358490566,False,5,0.0994085290003568,logs/cora_selective_graph_correction_split5_rep0.json
mlp_only,cora,5,1,134201,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_5.npz,2708,10556,7,1192,796,497,True,False,True,True,0.9071359240042511,0.00011319498298689723,0.907249118987238,mlp_only_self_tuned,mlp_only,True,True,,0.6922110319137573,0.7062374353408813,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,cora,5,1,134201,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_5.npz,2708,10556,7,1192,796,497,True,False,True,True,32.65455675299745,0.4038662270177156,33.058422980015166,tuned_on_predictclass_then_reused,predictclass,True,True,,0.8065326633165829,0.8128772635814889,,,,,,,"[0.2500404019399054, 4.3737056334758275, 2.5851281167316023, 0.012659403214925258, 0.11075256671084495, 0.062088143159431744, 0.4884192652497865, 0.5474923987210137]",,,,,,,,,,
selective_graph_correction,cora,5,1,134201,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_5.npz,2708,10556,7,1192,796,497,True,False,True,True,0.003231844020774588,0.11089412201545201,0.1141259660362266,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.7261306532663316,0.7464788732394366,,,,,,,,0.556253,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5}",0.18108651911468812,0.056338028169014086,0.7960687960687961,0.5222222222222223,False,5,0.1141259660362266,logs/cora_selective_graph_correction_split5_rep1.json
mlp_only,cora,5,2,134202,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_5.npz,2708,10556,7,1192,796,497,True,False,True,True,0.9885898359934799,0.00012012501247227192,0.9887099610059522,mlp_only_self_tuned,mlp_only,True,True,,0.7010050415992737,0.7042253613471985,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,cora,5,2,134202,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_5.npz,2708,10556,7,1192,796,497,True,False,True,True,40.23253642200143,0.4514877100009471,40.68402413200238,tuned_on_predictclass_then_reused,predictclass,True,True,,0.7977386934673367,0.8088531187122736,,,,,,,"[0.49851227274788246, 4.236290666327045, 2.8942615215493848, 0.01824509370783467, 0.0599924120038918, 0.0824574612022065, 0.4302223961552756, 0.9098939355068671]",,,,,,,,,,
selective_graph_correction,cora,5,2,134202,True,,data/,/workspace/data/geom-gcn-splits-broad/cora_split_0.6_0.2_5.npz,2708,10556,7,1192,796,497,True,False,True,True,0.0034962850040756166,0.11744337400887161,0.12093965901294723,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.7399497487437185,0.738430583501006,,,,,,,,0.610681,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5}",0.22334004024144868,0.04024144869215292,0.7927461139896373,0.5495495495495496,False,5,0.12093965901294723,logs/cora_selective_graph_correction_split5_rep2.json
