dataset,num_nodes,num_edges,num_classes,avg_degree,edge_homophily,mlp_acc,prop_acc,selective_acc,delta_sel_minus_mlp,avg_uncertain_frac
chameleon,2277,62792,5,27.57663592446201,0.23053892215568864,0.4591374297936757,0.3960526315789474,0.4598684210526315,0.0007309912589558339,0.0692251461988304
citeseer,3327,9104,6,2.7363991584009617,0.7355008787346221,0.6857621828715007,0.6902834438211797,0.7101913233988706,0.02442914052736991,0.21376588853003947
cora,2708,10556,7,3.8980797636632203,0.8099658961727927,0.7078470846017202,0.8173038229376258,0.7431924882629108,0.03534540366119063,0.21415157612340707
texas,183,574,5,3.1366120218579234,0.08710801393728224,0.7792792856693268,0.5684684684684683,0.7774774774774775,-0.001801808191849293,0.036036036036036036
wisconsin,251,916,5,3.649402390438247,0.19213973799126638,0.8549019694328308,0.5398692810457516,0.8516339869281047,-0.0032679825047262447,0.01437908496732026
