method,dataset,split_id,repeat_id,seed,success,notes,dataset_root,split_file,num_nodes,num_edges,num_classes,train_count,val_count,test_count,graph_symmetrized,self_loops_added,features_normalized_for_propagation,graph_treated_as_undirected,tuning_runtime_sec,method_runtime_sec,total_runtime_sec,parameter_source,parameter_tuning_target_method,tuned_separately_for_this_method,is_distinct_method_variant,parent_method,val_acc,test_acc,mlp_hidden,mlp_layers,mlp_dropout,mlp_lr,mlp_weight_decay,mlp_epochs,a_values,selected_threshold_high,selected_weights,fraction_test_nodes_uncertain,fraction_test_nodes_changed_from_mlp,acc_test_confident_nodes,acc_test_uncertain_nodes,feature_knn_used,feature_knn_k,avg_runtime_overhead_over_mlp_sec,diagnostics_path
prop_only,wisconsin,8,0,134500,True,,data/,/workspace/data/geom-gcn-splits-broad/wisconsin_split_0.6_0.2_8.npz,251,916,5,120,80,51,True,False,True,True,4.02870590800012,0.041604666999774054,4.070310574999894,tuned_on_predictclass_then_reused,predictclass,True,True,,0.4875,0.6078431372549019,,,,,,,"[0.4478207691881733, -0.26637618337929825, 0.3246522686861777, 0.46592651193978935, 0.027817077995418705, 0.031018245129223743, 0.7569231372263243, 1.3626899899020717]",,,,,,,,,,
selective_graph_correction,wisconsin,8,0,134500,True,,data/,/workspace/data/geom-gcn-splits-broad/wisconsin_split_0.6_0.2_8.npz,251,916,5,120,80,51,True,False,True,True,0.0011645769991446286,0.010810227016918361,0.01197480401606299,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.8625,0.8627450980392157,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.6, 'b3': 0.0, 'b4': 0.5, 'b5': 0.3}",0.0,0.0,0.8627450980392157,,False,5,0.01197480401606299,logs/wisconsin_selective_graph_correction_split8_rep0.json
mlp_only,wisconsin,9,0,134600,True,,data/,/workspace/data/geom-gcn-splits-broad/wisconsin_split_0.6_0.2_9.npz,251,916,5,120,80,51,True,False,True,True,0.2376697439904092,6.644100358244032e-05,0.23773618499399163,mlp_only_self_tuned,mlp_only,True,True,,0.862500011920929,0.9215686321258545,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,wisconsin,9,0,134600,True,,data/,/workspace/data/geom-gcn-splits-broad/wisconsin_split_0.6_0.2_9.npz,251,916,5,120,80,51,True,False,True,True,3.9947526499890955,0.04173979700135533,4.036492446990451,tuned_on_predictclass_then_reused,predictclass,True,True,,0.475,0.5490196078431373,,,,,,,"[0.17197080661800612, -0.3042773768445352, 0.018193992282055482, 0.06731428268372258, 0.11274356888677911, 0.05013030719662788, 0.8334789064736527, 1.4785450943240437]",,,,,,,,,,
selective_graph_correction,wisconsin,9,0,134600,True,,data/,/workspace/data/geom-gcn-splits-broad/wisconsin_split_0.6_0.2_9.npz,251,916,5,120,80,51,True,False,True,True,0.001179641010821797,0.010734809999121353,0.01191445100994315,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.875,0.9215686274509803,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.6, 'b3': 0.0, 'b4': 0.5, 'b5': 0.3}",0.0,0.0,0.9215686274509803,,False,5,0.01191445100994315,logs/wisconsin_selective_graph_correction_split9_rep0.json
mlp_only,cornell,0,0,133700,True,,data/,/workspace/data/geom-gcn-splits-broad/cornell_split_0.6_0.2_0.npz,183,557,5,87,59,37,True,False,True,True,0.21505073399748653,8.658699516672641e-05,0.21513732099265326,mlp_only_self_tuned,mlp_only,True,True,,0.7627118825912476,0.7297297120094299,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,cornell,0,0,133700,True,,data/,/workspace/data/geom-gcn-splits-broad/cornell_split_0.6_0.2_0.npz,183,557,5,87,59,37,True,False,True,True,1.4018966060102684,0.015985046004061587,1.41788165201433,tuned_on_predictclass_then_reused,predictclass,True,True,,0.559322033898305,0.5675675675675675,,,,,,,"[0.4143832444986512, -0.3410197966424288, 0.20018045393966072, 0.49561170090796686, 0.07381910834413528, 0.004911720327126435, 0.6965469298258444, 0.5319612881811973]",,,,,,,,,,
selective_graph_correction,cornell,0,0,133700,True,,data/,/workspace/data/geom-gcn-splits-broad/cornell_split_0.6_0.2_0.npz,183,557,5,87,59,37,True,False,True,True,0.0011649949883576483,0.005588670988800004,0.006753665977157652,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.7627118644067796,0.7297297297297297,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.6, 'b3': 0.0, 'b4': 0.5, 'b5': 0.3}",0.0,0.0,0.7297297297297297,,False,5,0.006753665977157652,logs/cornell_selective_graph_correction_split0_rep0.json
mlp_only,cornell,1,0,133800,True,,data/,/workspace/data/geom-gcn-splits-broad/cornell_split_0.6_0.2_1.npz,183,557,5,87,59,37,True,False,True,True,0.2149110120080877,6.607500836253166e-05,0.21497708701645024,mlp_only_self_tuned,mlp_only,True,True,,0.7796609997749329,0.8108108043670654,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,cornell,1,0,133800,True,,data/,/workspace/data/geom-gcn-splits-broad/cornell_split_0.6_0.2_1.npz,183,557,5,87,59,37,True,False,True,True,1.5170751179975923,0.017196750995935872,1.5342718689935282,tuned_on_predictclass_then_reused,predictclass,True,True,,0.5084745762711864,0.35135135135135137,,,,,,,"[0.0356193036673097, -0.2636491510502821, 0.164553589725617, 0.1164258024447859, 0.19014959819826174, 0.0708373903576772, 0.8592905894681686, 1.146624652545445]",,,,,,,,,,
selective_graph_correction,cornell,1,0,133800,True,,data/,/workspace/data/geom-gcn-splits-broad/cornell_split_0.6_0.2_1.npz,183,557,5,87,59,37,True,False,True,True,0.0011455189960543066,0.005766961010522209,0.006912480006576516,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.7796610169491526,0.8108108108108109,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.6, 'b3': 0.0, 'b4': 0.5, 'b5': 0.3}",0.02702702702702703,0.0,0.8333333333333334,0.0,False,5,0.006912480006576516,logs/cornell_selective_graph_correction_split1_rep0.json
mlp_only,cornell,2,0,133900,True,,data/,/workspace/data/geom-gcn-splits-broad/cornell_split_0.6_0.2_2.npz,183,557,5,87,59,37,True,False,True,True,0.2152763220074121,6.898299034219235e-05,0.21534530499775428,mlp_only_self_tuned,mlp_only,True,True,,0.7288135886192322,0.8108108043670654,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,cornell,2,0,133900,True,,data/,/workspace/data/geom-gcn-splits-broad/cornell_split_0.6_0.2_2.npz,183,557,5,87,59,37,True,False,True,True,1.455026170995552,0.016228681008215062,1.4712548520037672,tuned_on_predictclass_then_reused,predictclass,True,True,,0.4406779661016949,0.5135135135135135,,,,,,,"[0.11648491723843651, -0.026739654546013236, 0.3311900169654757, 0.48723231428407987, 0.017688967911470444, 0.004188645259687452, 0.6362314392033925, 0.6622571319541074]",,,,,,,,,,
selective_graph_correction,cornell,2,0,133900,True,,data/,/workspace/data/geom-gcn-splits-broad/cornell_split_0.6_0.2_2.npz,183,557,5,87,59,37,True,False,True,True,0.001143251996836625,0.005581496996455826,0.006724748993292451,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.7288135593220338,0.8108108108108109,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.6, 'b3': 0.0, 'b4': 0.5, 'b5': 0.3}",0.05405405405405406,0.0,0.8285714285714286,0.5,False,5,0.006724748993292451,logs/cornell_selective_graph_correction_split2_rep0.json
mlp_only,cornell,3,0,134000,True,,data/,/workspace/data/geom-gcn-splits-broad/cornell_split_0.6_0.2_3.npz,183,557,5,87,59,37,True,False,True,True,0.21447551299934275,6.533200212288648e-05,0.21454084500146564,mlp_only_self_tuned,mlp_only,True,True,,0.6779661178588867,0.7297297120094299,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,cornell,3,0,134000,True,,data/,/workspace/data/geom-gcn-splits-broad/cornell_split_0.6_0.2_3.npz,183,557,5,87,59,37,True,False,True,True,1.513154639993445,0.01712839800165966,1.5302830379951047,tuned_on_predictclass_then_reused,predictclass,True,True,,0.4745762711864407,0.6216216216216216,,,,,,,"[0.19673403234603937, -0.42918930901958163, 0.17356191686355849, 0.1910126836418683, 0.12950937321872166, 0.07038652909978024, 0.7666907947676856, 0.9405106177805964]",,,,,,,,,,
selective_graph_correction,cornell,3,0,134000,True,,data/,/workspace/data/geom-gcn-splits-broad/cornell_split_0.6_0.2_3.npz,183,557,5,87,59,37,True,False,True,True,0.0011291379923932254,0.005790379989775829,0.0069195179821690544,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.6610169491525424,0.7027027027027027,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.6, 'b3': 0.0, 'b4': 0.5, 'b5': 0.3}",0.02702702702702703,0.02702702702702703,0.7222222222222222,0.0,False,5,0.0069195179821690544,logs/cornell_selective_graph_correction_split3_rep0.json
mlp_only,cornell,4,0,134100,True,,data/,/workspace/data/geom-gcn-splits-broad/cornell_split_0.6_0.2_4.npz,183,557,5,87,59,37,True,False,True,True,0.21406462400045712,6.783200660720468e-05,0.21413245600706432,mlp_only_self_tuned,mlp_only,True,True,,0.7457627058029175,0.8108108043670654,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,cornell,4,0,134100,True,,data/,/workspace/data/geom-gcn-splits-broad/cornell_split_0.6_0.2_4.npz,183,557,5,87,59,37,True,False,True,True,1.477522835994023,0.01603483500366565,1.4935576709976885,tuned_on_predictclass_then_reused,predictclass,True,True,,0.5254237288135594,0.5945945945945946,,,,,,,"[0.04481753783871678, -0.28340152274553815, 0.3491029734928774, 0.24169708618042435, 0.08789729235866746, 0.009244164257553622, 0.8410079509007402, 1.0781198152246634]",,,,,,,,,,
selective_graph_correction,cornell,4,0,134100,True,,data/,/workspace/data/geom-gcn-splits-broad/cornell_split_0.6_0.2_4.npz,183,557,5,87,59,37,True,False,True,True,0.0011708759993780404,0.005581436998909339,0.00675231299828738,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.7457627118644068,0.8108108108108109,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.6, 'b3': 0.0, 'b4': 0.5, 'b5': 0.3}",0.02702702702702703,0.0,0.8055555555555556,1.0,False,5,0.00675231299828738,logs/cornell_selective_graph_correction_split4_rep0.json
mlp_only,cornell,5,0,134200,True,,data/,/workspace/data/geom-gcn-splits-broad/cornell_split_0.6_0.2_5.npz,183,557,5,87,59,37,True,False,True,True,0.21406970701355021,6.36750046396628e-05,0.21413338201818988,mlp_only_self_tuned,mlp_only,True,True,,0.7627118825912476,0.7027027010917664,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,cornell,5,0,134200,True,,data/,/workspace/data/geom-gcn-splits-broad/cornell_split_0.6_0.2_5.npz,183,557,5,87,59,37,True,False,True,True,1.405112325999653,0.016013569009373896,1.4211258950090269,tuned_on_predictclass_then_reused,predictclass,True,True,,0.4576271186440678,0.5135135135135135,,,,,,,"[0.30895145363678694, -0.49159968061658926, 0.039858098933514274, 0.033685212298803335, 0.25074137890715625, 0.013130748935273351, 0.55636010835225, 0.5322100045784038]",,,,,,,,,,
selective_graph_correction,cornell,5,0,134200,True,,data/,/workspace/data/geom-gcn-splits-broad/cornell_split_0.6_0.2_5.npz,183,557,5,87,59,37,True,False,True,True,0.0011318799952277914,0.0055990120163187385,0.00673089201154653,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.7627118644067796,0.7027027027027027,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.6, 'b3': 0.0, 'b4': 0.5, 'b5': 0.3}",0.02702702702702703,0.0,0.7222222222222222,0.0,False,5,0.00673089201154653,logs/cornell_selective_graph_correction_split5_rep0.json
mlp_only,cornell,6,0,134300,True,,data/,/workspace/data/geom-gcn-splits-broad/cornell_split_0.6_0.2_6.npz,183,557,5,87,59,37,True,False,True,True,0.2146201079885941,6.886500341352075e-05,0.21468897299200762,mlp_only_self_tuned,mlp_only,True,True,,0.7627118825912476,0.6756756901741028,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,cornell,6,0,134300,True,,data/,/workspace/data/geom-gcn-splits-broad/cornell_split_0.6_0.2_6.npz,183,557,5,87,59,37,True,False,True,True,1.4918260100093903,0.016814660004456528,1.5086406700138468,tuned_on_predictclass_then_reused,predictclass,True,True,,0.4745762711864407,0.4864864864864865,,,,,,,"[0.47572088215700453, -0.132945305358724, 0.21290001899882166, 0.26631231072210965, 0.21366312530334505, 0.06208645350244313, 0.6117877821996124, 0.7416904264919872]",,,,,,,,,,
selective_graph_correction,cornell,6,0,134300,True,,data/,/workspace/data/geom-gcn-splits-broad/cornell_split_0.6_0.2_6.npz,183,557,5,87,59,37,True,False,True,True,0.0011184379982296377,0.005720877990825102,0.0068393159890547395,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.7627118644067796,0.6756756756756757,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.6, 'b3': 0.0, 'b4': 0.5, 'b5': 0.3}",0.0,0.0,0.6756756756756757,,False,5,0.0068393159890547395,logs/cornell_selective_graph_correction_split6_rep0.json
mlp_only,cornell,7,0,134400,True,,data/,/workspace/data/geom-gcn-splits-broad/cornell_split_0.6_0.2_7.npz,183,557,5,87,59,37,True,False,True,True,0.21408644499024376,6.31019938737154e-05,0.21414954698411748,mlp_only_self_tuned,mlp_only,True,True,,0.7966101765632629,0.6756756901741028,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,cornell,7,0,134400,True,,data/,/workspace/data/geom-gcn-splits-broad/cornell_split_0.6_0.2_7.npz,183,557,5,87,59,37,True,False,True,True,1.406934333004756,0.016137027996592224,1.4230713610013481,tuned_on_predictclass_then_reused,predictclass,True,True,,0.4576271186440678,0.5945945945945946,,,,,,,"[0.06542511088424219, -0.44120818782366267, 0.3938016062597408, 0.4875052124270683, 0.08370083193438019, 0.05692916686016411, 0.8827927710836974, 0.5407316009217712]",,,,,,,,,,
selective_graph_correction,cornell,7,0,134400,True,,data/,/workspace/data/geom-gcn-splits-broad/cornell_split_0.6_0.2_7.npz,183,557,5,87,59,37,True,False,True,True,0.0011238070001127198,0.005545085019548424,0.006668892019661143,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.7966101694915254,0.6756756756756757,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.6, 'b3': 0.0, 'b4': 0.5, 'b5': 0.3}",0.02702702702702703,0.0,0.6944444444444444,0.0,False,5,0.006668892019661143,logs/cornell_selective_graph_correction_split7_rep0.json
mlp_only,cornell,8,0,134500,True,,data/,/workspace/data/geom-gcn-splits-broad/cornell_split_0.6_0.2_8.npz,183,557,5,87,59,37,True,False,True,True,0.21486187200935092,6.609900447074324e-05,0.21492797101382166,mlp_only_self_tuned,mlp_only,True,True,,0.7457627058029175,0.7837837934494019,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,cornell,8,0,134500,True,,data/,/workspace/data/geom-gcn-splits-broad/cornell_split_0.6_0.2_8.npz,183,557,5,87,59,37,True,False,True,True,1.5041810059919953,0.017225499002961442,1.5214065049949568,tuned_on_predictclass_then_reused,predictclass,True,True,,0.559322033898305,0.35135135135135137,,,,,,,"[0.49562040083368203, -0.20887997863400487, 0.10890359255267656, 0.4956450976751687, 0.13137902570539378, 0.05138345585599108, 0.8514410254437442, 1.3512856340010757]",,,,,,,,,,
selective_graph_correction,cornell,8,0,134500,True,,data/,/workspace/data/geom-gcn-splits-broad/cornell_split_0.6_0.2_8.npz,183,557,5,87,59,37,True,False,True,True,0.001135533006163314,0.005698210006812587,0.006833743012975901,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.7457627118644068,0.7567567567567568,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.6, 'b3': 0.0, 'b4': 0.5, 'b5': 0.3}",0.02702702702702703,0.02702702702702703,0.7777777777777778,0.0,False,5,0.006833743012975901,logs/cornell_selective_graph_correction_split8_rep0.json
mlp_only,cornell,9,0,134600,True,,data/,/workspace/data/geom-gcn-splits-broad/cornell_split_0.6_0.2_9.npz,183,557,5,87,59,37,True,False,True,True,0.21602173100109212,6.616799510084093e-05,0.21608789899619296,mlp_only_self_tuned,mlp_only,True,True,,0.7627118825912476,0.7297297120094299,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,cornell,9,0,134600,True,,data/,/workspace/data/geom-gcn-splits-broad/cornell_split_0.6_0.2_9.npz,183,557,5,87,59,37,True,False,True,True,1.451925019006012,0.016034874992328696,1.4679598939983407,tuned_on_predictclass_then_reused,predictclass,True,True,,0.576271186440678,0.4594594594594595,,,,,,,"[0.22225172856988656, -0.3539115808619324, 0.18385095739669904, 0.072467897270939, 0.10425473254163985, 0.06894841461912032, 0.4643333463593278, 0.6070613987323158]",,,,,,,,,,
selective_graph_correction,cornell,9,0,134600,True,,data/,/workspace/data/geom-gcn-splits-broad/cornell_split_0.6_0.2_9.npz,183,557,5,87,59,37,True,False,True,True,0.00109849899308756,0.005630220985040069,0.0067287199781276286,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.7627118644067796,0.7297297297297297,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.6, 'b3': 0.0, 'b4': 0.5, 'b5': 0.3}",0.05405405405405406,0.0,0.7714285714285715,0.0,False,5,0.0067287199781276286,logs/cornell_selective_graph_correction_split9_rep0.json
mlp_only,actor,0,0,133700,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_0.npz,7600,53411,5,3648,2432,1520,True,False,True,True,1.8906514949921984,0.0001029900013236329,1.890754484993522,mlp_only_self_tuned,mlp_only,True,True,,0.34457236528396606,0.35789474844932556,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,actor,0,0,133700,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_0.npz,7600,53411,5,3648,2432,1520,True,False,True,True,70.27210607899178,0.8069712750002509,71.07907735399203,tuned_on_predictclass_then_reused,predictclass,True,True,,0.35074013157894735,0.33223684210526316,,,,,,,"[0.3778505412531483, -0.04699503054106419, 0.47823991672676963, 0.0786627504217135, 0.10082297609541563, 0.039234719879681614, 0.5824943526743889, 0.8491898198705831]",,,,,,,,,,
selective_graph_correction,actor,0,0,133700,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_0.npz,7600,53411,5,3648,2432,1520,True,False,True,True,0.009860244012088515,0.30800123598601203,0.31786147999810055,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.34292763157894735,0.35986842105263156,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.6, 'b3': 0.0, 'b4': 0.5, 'b5': 0.3}",0.09736842105263158,0.026973684210526316,0.36588921282798836,0.30405405405405406,False,5,0.31786147999810055,logs/actor_selective_graph_correction_split0_rep0.json
mlp_only,actor,1,0,133800,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_1.npz,7600,53411,5,3648,2432,1520,True,False,True,True,1.873895871991408,0.00012486499326769263,1.8740207369846758,mlp_only_self_tuned,mlp_only,True,True,,0.35320723056793213,0.33552631735801697,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,actor,1,0,133800,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_1.npz,7600,53411,5,3648,2432,1520,True,False,True,True,71.85711228600121,0.8049014639982488,72.66201374999946,tuned_on_predictclass_then_reused,predictclass,True,True,,0.31537828947368424,0.31842105263157894,,,,,,,"[0.16916764547249014, -0.20850738538194064, 0.48903084026965377, 0.016149014029437414, 0.11907340566415539, 0.008258437054895063, 0.4241607780926136, 0.6965218322559834]",,,,,,,,,,
selective_graph_correction,actor,1,0,133800,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_1.npz,7600,53411,5,3648,2432,1520,True,False,True,True,0.0063948160095606,0.3089293889788678,0.3153242049884284,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.35567434210526316,0.3361842105263158,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.9, 'b3': 0.0, 'b4': 0.3, 'b5': 0.2}",0.05986842105263158,0.011842105263157895,0.34079776067179846,0.26373626373626374,False,5,0.3153242049884284,logs/actor_selective_graph_correction_split1_rep0.json
mlp_only,actor,2,0,133900,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_2.npz,7600,53411,5,3648,2432,1520,True,False,True,True,1.9158394429978216,0.0001581859978614375,1.915997628995683,mlp_only_self_tuned,mlp_only,True,True,,0.3305920958518982,0.32960525155067444,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,actor,2,0,133900,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_2.npz,7600,53411,5,3648,2432,1520,True,False,True,True,70.64253723200818,0.8146842150017619,71.45722144700994,tuned_on_predictclass_then_reused,predictclass,True,True,,0.32113486842105265,0.325,,,,,,,"[0.2387824117422752, -0.1610064636711689, 0.4435946223456093, 0.03920518238816367, 0.11153390924081566, 0.03542176454580263, 0.5791362846756842, 0.8268132786159433]",,,,,,,,,,
selective_graph_correction,actor,2,0,133900,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_2.npz,7600,53411,5,3648,2432,1520,True,False,True,True,0.006595293001737446,0.3989559299807297,0.40555122298246715,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.33429276315789475,0.33223684210526316,,,,,,,,0.1,"{'b1': 1.0, 'b2': 0.9, 'b3': 0.0, 'b4': 0.3, 'b5': 0.2}",0.1881578947368421,0.017763157894736842,0.34440842787682335,0.27972027972027974,False,5,0.40555122298246715,logs/actor_selective_graph_correction_split2_rep0.json
mlp_only,actor,3,0,134000,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_3.npz,7600,53411,5,3648,2432,1520,True,False,True,True,1.882176300001447,0.00014704700151924044,1.8823233470029663,mlp_only_self_tuned,mlp_only,True,True,,0.3515625,0.34736841917037964,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,actor,3,0,134000,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_3.npz,7600,53411,5,3648,2432,1520,True,False,True,True,70.56311479900614,0.8052196860080585,71.3683344850142,tuned_on_predictclass_then_reused,predictclass,True,True,,0.3334703947368421,0.32894736842105265,,,,,,,"[0.4360538687051148, 0.04229819888735997, 0.3592224576898309, 0.04819509892815643, 0.10611610945418239, 0.04860818127318983, 0.6759153022794584, 1.0513272269511273]",,,,,,,,,,
selective_graph_correction,actor,3,0,134000,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_3.npz,7600,53411,5,3648,2432,1520,True,False,True,True,0.006267336997552775,0.3064918580057565,0.3127591950033093,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.35855263157894735,0.34342105263157896,,,,,,,,0.298414,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5}",0.30328947368421055,0.05131578947368421,0.37110481586402266,0.279826464208243,False,5,0.3127591950033093,logs/actor_selective_graph_correction_split3_rep0.json
mlp_only,actor,4,0,134100,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_4.npz,7600,53411,5,3648,2432,1520,True,False,True,True,1.8758923309942475,0.0001342250034213066,1.8760265559976688,mlp_only_self_tuned,mlp_only,True,True,,0.3396381437778473,0.34736841917037964,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,actor,4,0,134100,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_4.npz,7600,53411,5,3648,2432,1520,True,False,True,True,75.6478973159974,0.9555329730064841,76.60343028900388,tuned_on_predictclass_then_reused,predictclass,True,True,,0.33511513157894735,0.3105263157894737,,,,,,,"[0.06206462266936397, -0.06482278600781072, 0.23996599094100157, 0.0016795704428154146, 0.2838710063047968, 0.010886675655585388, 0.8915698071037887, 0.5901835204027527]",,,,,,,,,,
selective_graph_correction,actor,4,0,134100,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_4.npz,7600,53411,5,3648,2432,1520,True,False,True,True,0.007244513995829038,0.4232777050056029,0.43052221900143195,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.3416940789473684,0.3473684210526316,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.6, 'b3': 0.0, 'b4': 0.5, 'b5': 0.3}",0.09407894736842105,0.02368421052631579,0.3609295570079884,0.21678321678321677,False,5,0.43052221900143195,logs/actor_selective_graph_correction_split4_rep0.json
mlp_only,actor,5,0,134200,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_5.npz,7600,53411,5,3648,2432,1520,True,False,True,True,1.995682590000797,0.00018911500228568912,1.9958717050030828,mlp_only_self_tuned,mlp_only,True,True,,0.3503289520740509,0.3440789580345154,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,actor,5,0,134200,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_5.npz,7600,53411,5,3648,2432,1520,True,False,True,True,75.81218519700633,0.9497237420000602,76.76190893900639,tuned_on_predictclass_then_reused,predictclass,True,True,,0.3277138157894737,0.32894736842105265,,,,,,,"[0.1473809567998437, -0.10118386258192247, 0.324218535119813, 0.0171942241093217, 0.19053780860362773, 0.00016307168016798103, 0.5140239243070017, 1.0449189272806536]",,,,,,,,,,
selective_graph_correction,actor,5,0,134200,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_5.npz,7600,53411,5,3648,2432,1520,True,False,True,True,0.006769793006242253,0.34964625199791044,0.3564160450041527,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.3536184210526316,0.33881578947368424,,,,,,,,0.3,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5}",0.3092105263157895,0.06381578947368421,0.3742857142857143,0.25957446808510637,False,5,0.3564160450041527,logs/actor_selective_graph_correction_split5_rep0.json
mlp_only,actor,6,0,134300,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_6.npz,7600,53411,5,3648,2432,1520,True,False,True,True,1.9259097290050704,0.0001299110008403659,1.9260396400059108,mlp_only_self_tuned,mlp_only,True,True,,0.34950658679008484,0.32960525155067444,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,actor,6,0,134300,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_6.npz,7600,53411,5,3648,2432,1520,True,False,True,True,72.737445716004,0.8150904009962687,73.55253611700027,tuned_on_predictclass_then_reused,predictclass,True,True,,0.3190789473684211,0.29736842105263156,,,,,,,"[0.3877495321683624, -0.00399175365140797, 0.16755444193404445, 0.002074658111550276, 0.2919882543919106, 0.07818263588102342, 0.5633036737788217, 0.93447020967805]",,,,,,,,,,
selective_graph_correction,actor,6,0,134300,True,,data/,/workspace/data/geom-gcn-splits-broad/film_split_0.6_0.2_6.npz,7600,53411,5,3648,2432,1520,True,False,True,True,0.006447484003729187,0.40251026301120874,0.4089577470149379,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.35074013157894735,0.32763157894736844,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.9, 'b3': 0.0, 'b4': 0.3, 'b5': 0.2}",0.0861842105263158,0.018421052631578946,0.33981281497480204,0.1984732824427481,False,5,0.4089577470149379,logs/actor_selective_graph_correction_split6_rep0.json
