method,dataset,split_id,repeat_id,seed,success,notes,dataset_root,split_file,num_nodes,num_edges,num_classes,train_count,val_count,test_count,graph_symmetrized,self_loops_added,features_normalized_for_propagation,graph_treated_as_undirected,tuning_runtime_sec,method_runtime_sec,total_runtime_sec,parameter_source,parameter_tuning_target_method,tuned_separately_for_this_method,is_distinct_method_variant,parent_method,val_acc,test_acc,mlp_hidden,mlp_layers,mlp_dropout,mlp_lr,mlp_weight_decay,mlp_epochs,a_values,selected_threshold_high,selected_weights,fraction_test_nodes_uncertain,fraction_test_nodes_changed_from_mlp,acc_test_confident_nodes,acc_test_uncertain_nodes,feature_knn_used,feature_knn_k,avg_runtime_overhead_over_mlp_sec,diagnostics_path
prop_only,texas,3,0,134000,True,,data/,/workspace/data/geom-gcn-splits-broad/texas_split_0.6_0.2_3.npz,183,574,5,87,59,37,True,False,True,True,2.73919029100216,0.031115933001274243,2.770306224003434,tuned_on_predictclass_then_reused,predictclass,True,True,,0.576271186440678,0.6756756756756757,,,,,,,"[0.05554577434091601, -0.398278268287779, 0.3817265278960936, 0.001047640283537099, 0.2443994878586353, 0.049021783287214085, 0.6703512549632749, 0.5139346590234953]",,,,,,,,,,
selective_graph_correction,texas,3,0,134000,True,,data/,/workspace/data/geom-gcn-splits-broad/texas_split_0.6_0.2_3.npz,183,574,5,87,59,37,True,False,True,True,0.0011649490043055266,0.007789538009092212,0.008954487013397738,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.8305084745762712,0.8648648648648649,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.6, 'b3': 0.0, 'b4': 0.5, 'b5': 0.3}",0.05405405405405406,0.02702702702702703,0.8571428571428571,1.0,False,5,0.008954487013397738,logs/texas_selective_graph_correction_split3_rep0.json
mlp_only,texas,4,0,134100,True,,data/,/workspace/data/geom-gcn-splits-broad/texas_split_0.6_0.2_4.npz,183,574,5,87,59,37,True,False,True,True,0.2189661000011256,7.244500739034265e-05,0.21903854500851594,mlp_only_self_tuned,mlp_only,True,True,,0.7796609997749329,0.7837837934494019,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,texas,4,0,134100,True,,data/,/workspace/data/geom-gcn-splits-broad/texas_split_0.6_0.2_4.npz,183,574,5,87,59,37,True,False,True,True,2.7567291279992787,0.03151630700449459,2.7882454350037733,tuned_on_predictclass_then_reused,predictclass,True,True,,0.6271186440677966,0.5135135135135135,,,,,,,"[0.36957711008305844, -0.4526313748865331, 0.12596251900160899, 0.44158658087451125, 0.06646405208161689, 0.07004961754146648, 0.4299020068465988, 0.6763085799383435]",,,,,,,,,,
selective_graph_correction,texas,4,0,134100,True,,data/,/workspace/data/geom-gcn-splits-broad/texas_split_0.6_0.2_4.npz,183,574,5,87,59,37,True,False,True,True,0.0012351619952823967,0.007936296009575017,0.009171458004857413,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.7796610169491526,0.7837837837837838,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.6, 'b3': 0.0, 'b4': 0.5, 'b5': 0.3}",0.0,0.0,0.7837837837837838,,False,5,0.009171458004857413,logs/texas_selective_graph_correction_split4_rep0.json
mlp_only,texas,5,0,134200,True,,data/,/workspace/data/geom-gcn-splits-broad/texas_split_0.6_0.2_5.npz,183,574,5,87,59,37,True,False,True,True,0.22295083399512805,7.041700882837176e-05,0.22302125100395642,mlp_only_self_tuned,mlp_only,True,True,,0.8474576473236084,0.7837837934494019,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,texas,5,0,134200,True,,data/,/workspace/data/geom-gcn-splits-broad/texas_split_0.6_0.2_5.npz,183,574,5,87,59,37,True,False,True,True,2.7917635060002794,0.03272530299727805,2.8244888089975575,tuned_on_predictclass_then_reused,predictclass,True,True,,0.7457627118644068,0.6216216216216216,,,,,,,"[0.2700003348042693, -0.42524708565094554, 0.43439336683643326, 0.27809793577780095, 0.171701427747517, 0.0920189911560737, 0.8239410511401752, 1.4762225006011567]",,,,,,,,,,
selective_graph_correction,texas,5,0,134200,True,,data/,/workspace/data/geom-gcn-splits-broad/texas_split_0.6_0.2_5.npz,183,574,5,87,59,37,True,False,True,True,0.0012090090021956712,0.008154337003361434,0.009363346005557105,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.847457627118644,0.7567567567567568,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.9, 'b3': 0.0, 'b4': 0.3, 'b5': 0.2}",0.02702702702702703,0.02702702702702703,0.7777777777777778,0.0,False,5,0.009363346005557105,logs/texas_selective_graph_correction_split5_rep0.json
mlp_only,texas,6,0,134300,True,,data/,/workspace/data/geom-gcn-splits-broad/texas_split_0.6_0.2_6.npz,183,574,5,87,59,37,True,False,True,True,0.23212442999647465,8.415499178227037e-05,0.23220858498825692,mlp_only_self_tuned,mlp_only,True,True,,0.7966101765632629,0.7567567825317383,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,texas,6,0,134300,True,,data/,/workspace/data/geom-gcn-splits-broad/texas_split_0.6_0.2_6.npz,183,574,5,87,59,37,True,False,True,True,2.7412746059999336,0.030722531999344938,2.7719971379992785,tuned_on_predictclass_then_reused,predictclass,True,True,,0.6610169491525424,0.5945945945945946,,,,,,,"[0.17157461586020806, -0.2103337127983012, 0.11886153923207365, 0.11736193218548907, 0.04234119427271092, 0.027862086864761396, 0.7437878339216739, 0.8826558062870452]",,,,,,,,,,
selective_graph_correction,texas,6,0,134300,True,,data/,/workspace/data/geom-gcn-splits-broad/texas_split_0.6_0.2_6.npz,183,574,5,87,59,37,True,False,True,True,0.0011864510015584528,0.007734115002676845,0.008920566004235297,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.7966101694915254,0.7567567567567568,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.6, 'b3': 0.0, 'b4': 0.5, 'b5': 0.3}",0.05405405405405406,0.0,0.7714285714285715,0.5,False,5,0.008920566004235297,logs/texas_selective_graph_correction_split6_rep0.json
mlp_only,texas,7,0,134400,True,,data/,/workspace/data/geom-gcn-splits-broad/texas_split_0.6_0.2_7.npz,183,574,5,87,59,37,True,False,True,True,0.2212652909947792,7.875500887166709e-05,0.22134404600365087,mlp_only_self_tuned,mlp_only,True,True,,0.7796609997749329,0.7837837934494019,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,texas,7,0,134400,True,,data/,/workspace/data/geom-gcn-splits-broad/texas_split_0.6_0.2_7.npz,183,574,5,87,59,37,True,False,True,True,2.4899509829992894,0.02748652499576565,2.517437507995055,tuned_on_predictclass_then_reused,predictclass,True,True,,0.711864406779661,0.6216216216216216,,,,,,,"[0.04821414590866091, -0.4952053666304908, 0.46717138705566413, 0.36049323837062325, 0.12014135324047566, 0.06889636655977496, 0.7300839696291547, 1.38300943569871]",,,,,,,,,,
selective_graph_correction,texas,7,0,134400,True,,data/,/workspace/data/geom-gcn-splits-broad/texas_split_0.6_0.2_7.npz,183,574,5,87,59,37,True,False,True,True,0.0012057389976689592,0.007102030009264126,0.008307769006933086,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.7796610169491526,0.7837837837837838,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.6, 'b3': 0.0, 'b4': 0.5, 'b5': 0.3}",0.0,0.0,0.7837837837837838,,False,5,0.008307769006933086,logs/texas_selective_graph_correction_split7_rep0.json
mlp_only,texas,8,0,134500,True,,data/,/workspace/data/geom-gcn-splits-broad/texas_split_0.6_0.2_8.npz,183,574,5,87,59,37,True,False,True,True,0.22033314399595838,9.545400098431855e-05,0.2204285979969427,mlp_only_self_tuned,mlp_only,True,True,,0.8474576473236084,0.6756756901741028,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,texas,8,0,134500,True,,data/,/workspace/data/geom-gcn-splits-broad/texas_split_0.6_0.2_8.npz,183,574,5,87,59,37,True,False,True,True,2.691790263997973,0.03081893599301111,2.722609199990984,tuned_on_predictclass_then_reused,predictclass,True,True,,0.288135593220339,0.2972972972972973,,,,,,,"[0.3762583031832825, 1.1311195767628803, 0.6388944879644156, 0.07501159685138192, 0.1393665359984042, 0.018542640162011872, 0.6160376308558096, 0.6428841081860865]",,,,,,,,,,
selective_graph_correction,texas,8,0,134500,True,,data/,/workspace/data/geom-gcn-splits-broad/texas_split_0.6_0.2_8.npz,183,574,5,87,59,37,True,False,True,True,0.0012494160037022084,0.007757731000310741,0.00900714700401295,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.7966101694915254,0.6756756756756757,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.6, 'b3': 0.0, 'b4': 0.5, 'b5': 0.3}",0.02702702702702703,0.0,0.6944444444444444,0.0,False,5,0.00900714700401295,logs/texas_selective_graph_correction_split8_rep0.json
mlp_only,texas,9,0,134600,True,,data/,/workspace/data/geom-gcn-splits-broad/texas_split_0.6_0.2_9.npz,183,574,5,87,59,37,True,False,True,True,0.22182462499768008,8.390398579649627e-05,0.22190852898347657,mlp_only_self_tuned,mlp_only,True,True,,0.7796609997749329,0.8108108043670654,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,texas,9,0,134600,True,,data/,/workspace/data/geom-gcn-splits-broad/texas_split_0.6_0.2_9.npz,183,574,5,87,59,37,True,False,True,True,2.775729795990628,0.0318142439937219,2.80754403998435,tuned_on_predictclass_then_reused,predictclass,True,True,,0.423728813559322,0.6216216216216216,,,,,,,"[0.41721462079531796, -0.4219988818570193, 0.3561090041643231, 0.053957833160991286, 0.2858067629355499, 0.029510148643827828, 0.7588827167501662, 1.1086765148027773]",,,,,,,,,,
selective_graph_correction,texas,9,0,134600,True,,data/,/workspace/data/geom-gcn-splits-broad/texas_split_0.6_0.2_9.npz,183,574,5,87,59,37,True,False,True,True,0.0012673379969783127,0.008312361998832785,0.009579699995811097,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.7796610169491526,0.8108108108108109,,,,,,,,0.1,"{'b1': 1.0, 'b2': 0.6, 'b3': 0.0, 'b4': 0.5, 'b5': 0.3}",0.1891891891891892,0.08108108108108109,0.9,0.42857142857142855,False,5,0.009579699995811097,logs/texas_selective_graph_correction_split9_rep0.json
mlp_only,wisconsin,0,0,133700,True,,data/,/workspace/data/geom-gcn-splits-broad/wisconsin_split_0.6_0.2_0.npz,251,916,5,120,80,51,True,False,True,True,0.2512402060092427,8.112999785225838e-05,0.25132133600709494,mlp_only_self_tuned,mlp_only,True,True,,0.824999988079071,0.8039215803146362,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,wisconsin,0,0,133700,True,,data/,/workspace/data/geom-gcn-splits-broad/wisconsin_split_0.6_0.2_0.npz,251,916,5,120,80,51,True,False,True,True,3.9265030440001283,0.04034304500964936,3.9668460890097776,tuned_on_predictclass_then_reused,predictclass,True,True,,0.55,0.5490196078431373,,,,,,,"[0.3722407469926091, -0.12218531479097405, 0.46092834454609727, 0.13038417377340628, 0.28114584082709704, 0.010766038590793026, 0.7248196815061765, 1.1001446817577811]",,,,,,,,,,
selective_graph_correction,wisconsin,0,0,133700,True,,data/,/workspace/data/geom-gcn-splits-broad/wisconsin_split_0.6_0.2_0.npz,251,916,5,120,80,51,True,False,True,True,0.001250325993169099,0.010527546997764148,0.011777872990933247,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.825,0.803921568627451,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.6, 'b3': 0.0, 'b4': 0.5, 'b5': 0.3}",0.0,0.0,0.803921568627451,,False,5,0.011777872990933247,logs/wisconsin_selective_graph_correction_split0_rep0.json
mlp_only,wisconsin,1,0,133800,True,,data/,/workspace/data/geom-gcn-splits-broad/wisconsin_split_0.6_0.2_1.npz,251,916,5,120,80,51,True,False,True,True,0.24527523000142537,9.794699144549668e-05,0.24537317699287087,mlp_only_self_tuned,mlp_only,True,True,,0.8125,0.8039215803146362,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,wisconsin,1,0,133800,True,,data/,/workspace/data/geom-gcn-splits-broad/wisconsin_split_0.6_0.2_1.npz,251,916,5,120,80,51,True,False,True,True,3.6830823329946725,0.04048656900704373,3.723568902001716,tuned_on_predictclass_then_reused,predictclass,True,True,,0.45,0.6862745098039216,,,,,,,"[0.4715938802779485, -0.19795295644597494, 0.30488878147094284, 0.1936473887581892, 0.05156109612246268, 0.09273355630482709, 0.5692184579285048, 1.466289687403775]",,,,,,,,,,
selective_graph_correction,wisconsin,1,0,133800,True,,data/,/workspace/data/geom-gcn-splits-broad/wisconsin_split_0.6_0.2_1.npz,251,916,5,120,80,51,True,False,True,True,0.0011430190061219037,0.010569513993686996,0.0117125329998089,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.8125,0.803921568627451,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.6, 'b3': 0.0, 'b4': 0.5, 'b5': 0.3}",0.0392156862745098,0.0,0.8163265306122449,0.5,False,5,0.0117125329998089,logs/wisconsin_selective_graph_correction_split1_rep0.json
mlp_only,wisconsin,2,0,133900,True,,data/,/workspace/data/geom-gcn-splits-broad/wisconsin_split_0.6_0.2_2.npz,251,916,5,120,80,51,True,False,True,True,0.24213607699493878,8.385699766222388e-05,0.242219933992601,mlp_only_self_tuned,mlp_only,True,True,,0.862500011920929,0.843137264251709,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,wisconsin,2,0,133900,True,,data/,/workspace/data/geom-gcn-splits-broad/wisconsin_split_0.6_0.2_2.npz,251,916,5,120,80,51,True,False,True,True,3.86031150900817,0.04044132400304079,3.900752833011211,tuned_on_predictclass_then_reused,predictclass,True,True,,0.3125,0.37254901960784315,,,,,,,"[0.48619966327598296, 7.458841182860138, 2.9009455074076795, 0.49806735752136405, 0.12264175269326394, 0.04685259324283693, 0.6587467191169789, 0.7173722831937989]",,,,,,,,,,
selective_graph_correction,wisconsin,2,0,133900,True,,data/,/workspace/data/geom-gcn-splits-broad/wisconsin_split_0.6_0.2_2.npz,251,916,5,120,80,51,True,False,True,True,0.0011467560107121244,0.01054347600438632,0.011690232015098445,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.8625,0.8431372549019608,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.6, 'b3': 0.0, 'b4': 0.5, 'b5': 0.3}",0.0196078431372549,0.0,0.86,0.0,False,5,0.011690232015098445,logs/wisconsin_selective_graph_correction_split2_rep0.json
mlp_only,wisconsin,3,0,134000,True,,data/,/workspace/data/geom-gcn-splits-broad/wisconsin_split_0.6_0.2_3.npz,251,916,5,120,80,51,True,False,True,True,0.2410739570041187,6.978999590501189e-05,0.24114374700002372,mlp_only_self_tuned,mlp_only,True,True,,0.8125,0.9607843160629272,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,wisconsin,3,0,134000,True,,data/,/workspace/data/geom-gcn-splits-broad/wisconsin_split_0.6_0.2_3.npz,251,916,5,120,80,51,True,False,True,True,3.8315389579947805,0.04001529299421236,3.871554250988993,tuned_on_predictclass_then_reused,predictclass,True,True,,0.5625,0.5686274509803921,,,,,,,"[0.19619989218239392, -0.46123445312389855, 0.41954711765091673, 0.33478847167893694, 0.21494093592132674, 0.08132215707990599, 0.8391888857516709, 1.3754594391323662]",,,,,,,,,,
selective_graph_correction,wisconsin,3,0,134000,True,,data/,/workspace/data/geom-gcn-splits-broad/wisconsin_split_0.6_0.2_3.npz,251,916,5,120,80,51,True,False,True,True,0.0011581240105442703,0.010480801996891387,0.011638926007435657,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.8125,0.9411764705882353,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.6, 'b3': 0.0, 'b4': 0.5, 'b5': 0.3}",0.0392156862745098,0.0196078431372549,0.9591836734693877,0.5,False,5,0.011638926007435657,logs/wisconsin_selective_graph_correction_split3_rep0.json
mlp_only,wisconsin,4,0,134100,True,,data/,/workspace/data/geom-gcn-splits-broad/wisconsin_split_0.6_0.2_4.npz,251,916,5,120,80,51,True,False,True,True,0.23837539899977855,6.24230015091598e-05,0.2384378220012877,mlp_only_self_tuned,mlp_only,True,True,,0.7749999761581421,0.8823529481887817,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,wisconsin,4,0,134100,True,,data/,/workspace/data/geom-gcn-splits-broad/wisconsin_split_0.6_0.2_4.npz,251,916,5,120,80,51,True,False,True,True,4.130919008006458,0.04210189999139402,4.173020907997852,tuned_on_predictclass_then_reused,predictclass,True,True,,0.5625,0.43137254901960786,,,,,,,"[0.18170700724873357, -0.15288690748242412, 0.47792113664564784, 0.46842163784522806, 0.14957567794385063, 0.021990488475914408, 0.4525896565835849, 1.377361664405866]",,,,,,,,,,
selective_graph_correction,wisconsin,4,0,134100,True,,data/,/workspace/data/geom-gcn-splits-broad/wisconsin_split_0.6_0.2_4.npz,251,916,5,120,80,51,True,False,True,True,0.0011978809925494716,0.010823919001268223,0.012021799993817694,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.775,0.8823529411764706,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.4, 'b3': 0.0, 'b4': 0.9, 'b5': 0.5}",0.0,0.0,0.8823529411764706,,False,5,0.012021799993817694,logs/wisconsin_selective_graph_correction_split4_rep0.json
mlp_only,wisconsin,5,0,134200,True,,data/,/workspace/data/geom-gcn-splits-broad/wisconsin_split_0.6_0.2_5.npz,251,916,5,120,80,51,True,False,True,True,0.24445461700088345,6.815898814238608e-05,0.24452277598902583,mlp_only_self_tuned,mlp_only,True,True,,0.8374999761581421,0.8235294222831726,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,wisconsin,5,0,134200,True,,data/,/workspace/data/geom-gcn-splits-broad/wisconsin_split_0.6_0.2_5.npz,251,916,5,120,80,51,True,False,True,True,4.1132833269948605,0.042667633009841666,4.155950960004702,tuned_on_predictclass_then_reused,predictclass,True,True,,0.4625,0.5294117647058824,,,,,,,"[0.3390291293406669, -0.18196691644221935, 0.29592276718961813, 0.27325893395701134, 0.05914288754224196, 0.014402973217652782, 0.8953973999205171, 1.2013558772445803]",,,,,,,,,,
selective_graph_correction,wisconsin,5,0,134200,True,,data/,/workspace/data/geom-gcn-splits-broad/wisconsin_split_0.6_0.2_5.npz,251,916,5,120,80,51,True,False,True,True,0.0011898559896508232,0.010794717003591359,0.011984572993242182,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.825,0.8235294117647058,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.6, 'b3': 0.0, 'b4': 0.5, 'b5': 0.3}",0.0,0.0,0.8235294117647058,,False,5,0.011984572993242182,logs/wisconsin_selective_graph_correction_split5_rep0.json
mlp_only,wisconsin,6,0,134300,True,,data/,/workspace/data/geom-gcn-splits-broad/wisconsin_split_0.6_0.2_6.npz,251,916,5,120,80,51,True,False,True,True,0.24116176599636674,6.579999171663076e-05,0.24122756598808337,mlp_only_self_tuned,mlp_only,True,True,,0.8500000238418579,0.843137264251709,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,wisconsin,6,0,134300,True,,data/,/workspace/data/geom-gcn-splits-broad/wisconsin_split_0.6_0.2_6.npz,251,916,5,120,80,51,True,False,True,True,4.1224481859972,0.04379155900096521,4.166239744998165,tuned_on_predictclass_then_reused,predictclass,True,True,,0.5125,0.5686274509803921,,,,,,,"[0.03505938281829901, 0.01527421694359099, 0.1550093770485821, 0.0896028944003292, 0.05663799491068078, 0.043289354171832245, 0.7021745053338989, 0.7067723180630578]",,,,,,,,,,
selective_graph_correction,wisconsin,6,0,134300,True,,data/,/workspace/data/geom-gcn-splits-broad/wisconsin_split_0.6_0.2_6.npz,251,916,5,120,80,51,True,False,True,True,0.0011636709969025105,0.010872963001020253,0.012036633997922763,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.8625,0.8431372549019608,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.9, 'b3': 0.0, 'b4': 0.3, 'b5': 0.2}",0.0,0.0,0.8431372549019608,,False,5,0.012036633997922763,logs/wisconsin_selective_graph_correction_split6_rep0.json
mlp_only,wisconsin,7,0,134400,True,,data/,/workspace/data/geom-gcn-splits-broad/wisconsin_split_0.6_0.2_7.npz,251,916,5,120,80,51,True,False,True,True,0.2385370870033512,6.529300299007446e-05,0.23860238000634126,mlp_only_self_tuned,mlp_only,True,True,,0.8999999761581421,0.8235294222831726,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
prop_only,wisconsin,7,0,134400,True,,data/,/workspace/data/geom-gcn-splits-broad/wisconsin_split_0.6_0.2_7.npz,251,916,5,120,80,51,True,False,True,True,4.082229173000087,0.04423716299061198,4.126466335990699,tuned_on_predictclass_then_reused,predictclass,True,True,,0.45,0.43137254901960786,,,,,,,"[0.07606848921299908, -0.29369168796925915, 0.16262029939104694, 0.2470681774699119, 0.08070389743894842, 0.0641626866592387, 0.43335057538339006, 1.4041728243104497]",,,,,,,,,,
selective_graph_correction,wisconsin,7,0,134400,True,,data/,/workspace/data/geom-gcn-splits-broad/wisconsin_split_0.6_0.2_7.npz,251,916,5,120,80,51,True,False,True,True,0.001142918990808539,0.011159971996676177,0.012302890987484716,validation_selected_threshold_and_weights,selective_graph_correction,True,True,mlp_only,0.9,0.8235294117647058,,,,,,,,0.05,"{'b1': 1.0, 'b2': 0.6, 'b3': 0.0, 'b4': 0.5, 'b5': 0.3}",0.0392156862745098,0.0,0.8367346938775511,0.5,False,5,0.012302890987484716,logs/wisconsin_selective_graph_correction_split7_rep0.json
mlp_only,wisconsin,8,0,134500,True,,data/,/workspace/data/geom-gcn-splits-broad/wisconsin_split_0.6_0.2_8.npz,251,916,5,120,80,51,True,False,True,True,0.2381914690049598,7.036500028334558e-05,0.23826183400524314,mlp_only_self_tuned,mlp_only,True,True,,0.862500011920929,0.8627451062202454,64,2,0.5,0.01,0.0005,200,,,,,,,,,,,
