dataset,split_id,seed,variant,test_acc_mlp,test_acc,delta_vs_mlp,val_acc,runtime_sec,details
cora,1,133800,V4_ENTROPY_GATE,0.7303822937625755,0.7484909456740443,0.01810865191146882,0.7512562814070352,0.08830412500537932,"{""val_acc_selective"": 0.7512562814070352, ""test_acc_mlp"": 0.7303822937625755, ""test_acc_selective"": 0.7484909456740443, ""selected_entropy_threshold"": 0.5857707182009185, ""selected_weights"": {""b1"": 1.0, ""b2"": 0.4, ""b3"": 0.0, ""b4"": 0.9, ""b5"": 0.5, ""b6"": 0.0}, ""fraction_test_uncertain"": 0.24748490945674045, ""fraction_test_changed"": 0.03621730382293763}"
cora,1,133800,V5_KNN_ENHANCED,0.7303822937625755,0.7424547283702213,0.012072434607645843,0.7374371859296482,0.15357440599473193,"{""val_acc_selective"": 0.7374371859296482, ""test_acc_mlp"": 0.7303822937625755, ""test_acc_selective"": 0.7424547283702213, ""selected_threshold"": 0.574398, ""selected_weights"": {""b1"": 1.0, ""b2"": 0.6, ""b3"": 0.3, ""b4"": 0.5, ""b5"": 0.3, ""b6"": 0.0}, ""feature_knn_k"": 10, ""fraction_test_uncertain"": 0.2052313883299799, ""fraction_test_changed"": 0.026156941649899398}"
cora,1,133800,V6_COMBO,0.7303822937625755,0.7344064386317908,0.004024144869215318,0.7298994974874372,0.29243570599646773,"{""val_acc_selective"": 0.7298994974874372, ""test_acc_mlp"": 0.7303822937625755, ""test_acc_selective"": 0.7344064386317908, ""selected_weights"": {""b1"": 1.0, ""b2"": 0.6, ""b3"": 0.2, ""b4"": 0.5, ""b5"": 0.3, ""b6"": 0.0}, ""feature_knn_k"": 10, ""mean_gate_prob_test"": 0.37223803997039795, ""fraction_test_gate_above_0.5"": 0.14084507042253522}"
cora,2,133900,BASELINE_SGC,0.7424547283702213,0.7665995975855131,0.024144869215291798,0.7487437185929648,1.400222645010217,"{""threshold"": 0.578372, ""weights"": {""b1"": 1.0, ""b2"": 0.4, ""b3"": 0.0, ""b4"": 0.9, ""b5"": 0.5, ""b6"": 0.0}, ""frac_uncertain"": 0.17303822937625754, ""frac_changed"": 0.03420523138832998}"
cora,2,133900,MLP_ONLY,0.7424547283702213,0.7424547283702213,0.0,,0.0,{}
cora,2,133900,V1_RELIABILITY,0.7424547283702213,0.7665995975855131,0.024144869215291798,0.7449748743718593,0.103153874995769,"{""val_acc_selective"": 0.7449748743718593, ""test_acc_mlp"": 0.7424547283702213, ""test_acc_selective"": 0.7665995975855131, ""selected_threshold"": 0.578372, ""selected_reliability_threshold"": 0.3, ""selected_weights"": {""b1"": 1.0, ""b2"": 0.4, ""b3"": 0.0, ""b4"": 0.9, ""b5"": 0.5, ""b6"": 0.0}, ""fraction_test_uncertain"": 0.17303822937625754, ""fraction_test_reliable"": 0.937625754527163, ""fraction_test_corrected"": 0.15492957746478872, ""fraction_test_changed"": 0.03219315895372234}"
cora,2,133900,V2_MULTIBRANCH,0.7424547283702213,0.7665995975855131,0.024144869215291798,0.7449748743718593,0.09634248400107026,"{""val_acc_selective"": 0.7449748743718593, ""test_acc_mlp"": 0.7424547283702213, ""test_acc_selective"": 0.7665995975855131, ""selected_threshold"": 0.578372, ""selected_reliability_threshold"": 0.3, ""selected_full_weights"": {""b1"": 1.0, ""b2"": 0.4, ""b3"": 0.0, ""b4"": 0.9, ""b5"": 0.5, ""b6"": 0.0}, ""fraction_test_feat_branch"": 0.018108651911468814, ""fraction_test_full_branch"": 0.15492957746478872, ""fraction_test_no_correct"": 0.8269617706237424}"
cora,2,133900,V3_LEARNED_MIX,0.7424547283702213,0.7505030181086519,0.008048289738430636,0.7236180904522613,0.12076319399056956,"{""val_acc_selective"": 0.7236180904522613, ""test_acc_mlp"": 0.7424547283702213, ""test_acc_selective"": 0.7505030181086519, ""mean_gate_prob_test"": 0.3633652329444885, ""fraction_test_gate_above_0.5"": 0.12877263581488935}"
cora,2,133900,V4_ENTROPY_GATE,0.7424547283702213,0.7665995975855131,0.024144869215291798,0.7487437185929648,0.08820830700278748,"{""val_acc_selective"": 0.7487437185929648, ""test_acc_mlp"": 0.7424547283702213, ""test_acc_selective"": 0.7665995975855131, ""selected_entropy_threshold"": 0.5468797053739421, ""selected_weights"": {""b1"": 1.0, ""b2"": 0.4, ""b3"": 0.0, ""b4"": 0.9, ""b5"": 0.5, ""b6"": 0.0}, ""fraction_test_uncertain"": 0.22535211267605634, ""fraction_test_changed"": 0.03420523138832998}"
cora,2,133900,V5_KNN_ENHANCED,0.7424547283702213,0.7565392354124748,0.014084507042253502,0.7311557788944724,0.21716933000425342,"{""val_acc_selective"": 0.7311557788944724, ""test_acc_mlp"": 0.7424547283702213, ""test_acc_selective"": 0.7565392354124748, ""selected_threshold"": 0.25, ""selected_weights"": {""b1"": 1.0, ""b2"": 0.6, ""b3"": 0.3, ""b4"": 0.5, ""b5"": 0.3, ""b6"": 0.0}, ""feature_knn_k"": 10, ""fraction_test_uncertain"": 0.060362173038229376, ""fraction_test_changed"": 0.018108651911468814}"
cora,2,133900,V6_COMBO,0.7424547283702213,0.7505030181086519,0.008048289738430636,0.7223618090452262,0.2872987330047181,"{""val_acc_selective"": 0.7223618090452262, ""test_acc_mlp"": 0.7424547283702213, ""test_acc_selective"": 0.7505030181086519, ""selected_weights"": {""b1"": 1.0, ""b2"": 0.6, ""b3"": 0.2, ""b4"": 0.5, ""b5"": 0.3, ""b6"": 0.0}, ""feature_knn_k"": 10, ""mean_gate_prob_test"": 0.36327314376831055, ""fraction_test_gate_above_0.5"": 0.1267605633802817}"
chameleon,0,133700,BASELINE_SGC,0.4407894736842105,0.4407894736842105,0.0,0.4732510288065844,1.6702760250045685,"{""threshold"": 0.15, ""weights"": {""b1"": 1.0, ""b2"": 0.6, ""b3"": 0.0, ""b4"": 0.5, ""b5"": 0.3, ""b6"": 0.0}, ""frac_uncertain"": 0.09210526315789473, ""frac_changed"": 0.008771929824561403}"
chameleon,0,133700,MLP_ONLY,0.4407894736842105,0.4407894736842105,0.0,,0.0,{}
chameleon,0,133700,V1_RELIABILITY,0.4407894736842105,0.44298245614035087,0.0021929824561403577,0.4732510288065844,0.31583268400572706,"{""val_acc_selective"": 0.4732510288065844, ""test_acc_mlp"": 0.4407894736842105, ""test_acc_selective"": 0.44298245614035087, ""selected_threshold"": 0.15, ""selected_reliability_threshold"": 0.393, ""selected_weights"": {""b1"": 1.2, ""b2"": 0.5, ""b3"": 0.0, ""b4"": 0.4, ""b5"": 0.2, ""b6"": 0.0}, ""fraction_test_uncertain"": 0.09210526315789473, ""fraction_test_reliable"": 0.4166666666666667, ""fraction_test_corrected"": 0.03728070175438596, ""fraction_test_changed"": 0.0021929824561403508}"
chameleon,0,133700,V2_MULTIBRANCH,0.4407894736842105,0.4407894736842105,0.0,0.4732510288065844,0.30221352199441753,"{""val_acc_selective"": 0.4732510288065844, ""test_acc_mlp"": 0.4407894736842105, ""test_acc_selective"": 0.4407894736842105, ""selected_threshold"": 0.15, ""selected_reliability_threshold"": 0.4, ""selected_full_weights"": {""b1"": 1.0, ""b2"": 0.6, ""b3"": 0.0, ""b4"": 0.5, ""b5"": 0.3, ""b6"": 0.0}, ""fraction_test_feat_branch"": 0.05482456140350877, ""fraction_test_full_branch"": 0.03728070175438596, ""fraction_test_no_correct"": 0.9078947368421053}"
chameleon,0,133700,V3_LEARNED_MIX,0.4407894736842105,0.44298245614035087,0.0021929824561403577,0.4691358024691358,0.3379762190015754,"{""val_acc_selective"": 0.4691358024691358, ""test_acc_mlp"": 0.4407894736842105, ""test_acc_selective"": 0.44298245614035087, ""mean_gate_prob_test"": 0.4070107042789459, ""fraction_test_gate_above_0.5"": 0.0}"
chameleon,0,133700,V4_ENTROPY_GATE,0.4407894736842105,0.4407894736842105,0.0,0.4732510288065844,0.2988438800093718,"{""val_acc_selective"": 0.4732510288065844, ""test_acc_mlp"": 0.4407894736842105, ""test_acc_selective"": 0.4407894736842105, ""selected_entropy_threshold"": 0.7890147639349169, ""selected_weights"": {""b1"": 1.0, ""b2"": 0.6, ""b3"": 0.0, ""b4"": 0.5, ""b5"": 0.3, ""b6"": 0.0}, ""fraction_test_uncertain"": 0.30043859649122806, ""fraction_test_changed"": 0.0021929824561403508}"
chameleon,0,133700,V5_KNN_ENHANCED,0.4407894736842105,0.4451754385964912,0.004385964912280715,0.4787379972565158,0.399931859006756,"{""val_acc_selective"": 0.4787379972565158, ""test_acc_mlp"": 0.4407894736842105, ""test_acc_selective"": 0.4451754385964912, ""selected_threshold"": 0.15, ""selected_weights"": {""b1"": 1.0, ""b2"": 0.3, ""b3"": 0.6, ""b4"": 0.1, ""b5"": 0.1, ""b6"": 0.0}, ""feature_knn_k"": 10, ""fraction_test_uncertain"": 0.09210526315789473, ""fraction_test_changed"": 0.015350877192982455}"
chameleon,0,133700,V6_COMBO,0.4407894736842105,0.43859649122807015,-0.0021929824561403577,0.47050754458161864,0.47539391099417116,"{""val_acc_selective"": 0.47050754458161864, ""test_acc_mlp"": 0.4407894736842105, ""test_acc_selective"": 0.43859649122807015, ""selected_weights"": {""b1"": 1.0, ""b2"": 0.4, ""b3"": 0.4, ""b4"": 0.3, ""b5"": 0.2, ""b6"": 0.0}, ""feature_knn_k"": 10, ""mean_gate_prob_test"": 0.40587717294692993, ""fraction_test_gate_above_0.5"": 0.0043859649122807015}"
chameleon,1,133800,BASELINE_SGC,0.4649122807017544,0.4692982456140351,0.004385964912280715,0.4567901234567901,1.6579028429987375,"{""threshold"": 0.05, ""weights"": {""b1"": 1.0, ""b2"": 0.9, ""b3"": 0.0, ""b4"": 0.3, ""b5"": 0.2, ""b6"": 0.0}, ""frac_uncertain"": 0.021929824561403508, ""frac_changed"": 0.006578947368421052}"
chameleon,1,133800,MLP_ONLY,0.4649122807017544,0.4649122807017544,0.0,,0.0,{}
chameleon,1,133800,V1_RELIABILITY,0.4649122807017544,0.4649122807017544,0.0,0.4567901234567901,0.30828423899947666,"{""val_acc_selective"": 0.4567901234567901, ""test_acc_mlp"": 0.4649122807017544, ""test_acc_selective"": 0.4649122807017544, ""selected_threshold"": 0.05, ""selected_reliability_threshold"": 0.7, ""selected_weights"": {""b1"": 1.0, ""b2"": 0.6, ""b3"": 0.0, ""b4"": 0.5, ""b5"": 0.3, ""b6"": 0.0}, ""fraction_test_uncertain"": 0.021929824561403508, ""fraction_test_reliable"": 0.09649122807017543, ""fraction_test_corrected"": 0.0, ""fraction_test_changed"": 0.0}"
chameleon,1,133800,V2_MULTIBRANCH,0.4649122807017544,0.46710526315789475,0.0021929824561403577,0.45816186556927296,0.30417300599219743,"{""val_acc_selective"": 0.45816186556927296, ""test_acc_mlp"": 0.4649122807017544, ""test_acc_selective"": 0.46710526315789475, ""selected_threshold"": 0.1, ""selected_reliability_threshold"": 0.4, ""selected_full_weights"": {""b1"": 1.0, ""b2"": 0.4, ""b3"": 0.0, ""b4"": 0.9, ""b5"": 0.5, ""b6"": 0.0}, ""fraction_test_feat_branch"": 0.039473684210526314, ""fraction_test_full_branch"": 0.015350877192982455, ""fraction_test_no_correct"": 0.9451754385964912}"
chameleon,1,133800,V3_LEARNED_MIX,0.4649122807017544,0.47149122807017546,0.006578947368421073,0.4567901234567901,0.33374480399652384,"{""val_acc_selective"": 0.4567901234567901, ""test_acc_mlp"": 0.4649122807017544, ""test_acc_selective"": 0.47149122807017546, ""mean_gate_prob_test"": 0.4082554578781128, ""fraction_test_gate_above_0.5"": 0.0}"
chameleon,1,133800,V4_ENTROPY_GATE,0.4649122807017544,0.4692982456140351,0.004385964912280715,0.4567901234567901,0.31071680699824356,"{""val_acc_selective"": 0.4567901234567901, ""test_acc_mlp"": 0.4649122807017544, ""test_acc_selective"": 0.4692982456140351, ""selected_entropy_threshold"": 0.7971158698987139, ""selected_weights"": {""b1"": 1.0, ""b2"": 0.9, ""b3"": 0.0, ""b4"": 0.3, ""b5"": 0.2, ""b6"": 0.0}, ""fraction_test_uncertain"": 0.31359649122807015, ""fraction_test_changed"": 0.008771929824561403}"
chameleon,1,133800,V5_KNN_ENHANCED,0.4649122807017544,0.4758771929824561,0.010964912280701733,0.4609053497942387,0.42731982699478976,"{""val_acc_selective"": 0.4609053497942387, ""test_acc_mlp"": 0.4649122807017544, ""test_acc_selective"": 0.4758771929824561, ""selected_threshold"": 0.15, ""selected_weights"": {""b1"": 1.0, ""b2"": 0.6, ""b3"": 0.3, ""b4"": 0.5, ""b5"": 0.3, ""b6"": 0.0}, ""feature_knn_k"": 10, ""fraction_test_uncertain"": 0.07894736842105263, ""fraction_test_changed"": 0.017543859649122806}"
chameleon,1,133800,V6_COMBO,0.4649122807017544,0.4692982456140351,0.004385964912280715,0.4567901234567901,0.5062208890012698,"{""val_acc_selective"": 0.4567901234567901, ""test_acc_mlp"": 0.4649122807017544, ""test_acc_selective"": 0.4692982456140351, ""selected_weights"": {""b1"": 1.0, ""b2"": 0.5, ""b3"": 0.3, ""b4"": 0.4, ""b5"": 0.2, ""b6"": 0.0}, ""feature_knn_k"": 10, ""mean_gate_prob_test"": 0.40935245156288147, ""fraction_test_gate_above_0.5"": 0.0}"
chameleon,2,133900,BASELINE_SGC,0.45394736842105265,0.45394736842105265,0.0,0.4458161865569273,1.7597189049993176,"{""threshold"": 0.1, ""weights"": {""b1"": 1.0, ""b2"": 0.9, ""b3"": 0.0, ""b4"": 0.3, ""b5"": 0.2, ""b6"": 0.0}, ""frac_uncertain"": 0.07017543859649122, ""frac_changed"": 0.010964912280701754}"
chameleon,2,133900,MLP_ONLY,0.45394736842105265,0.45394736842105265,0.0,,0.0,{}
chameleon,2,133900,V1_RELIABILITY,0.45394736842105265,0.45394736842105265,0.0,0.4458161865569273,0.3053278649895219,"{""val_acc_selective"": 0.4458161865569273, ""test_acc_mlp"": 0.45394736842105265, ""test_acc_selective"": 0.45394736842105265, ""selected_threshold"": 0.1, ""selected_reliability_threshold"": 0.2516, ""selected_weights"": {""b1"": 1.0, ""b2"": 0.9, ""b3"": 0.0, ""b4"": 0.3, ""b5"": 0.2, ""b6"": 0.0}, ""fraction_test_uncertain"": 0.07017543859649122, ""fraction_test_reliable"": 0.7828947368421053, ""fraction_test_corrected"": 0.04824561403508772, ""fraction_test_changed"": 0.010964912280701754}"
chameleon,2,133900,V2_MULTIBRANCH,0.45394736842105265,0.4517543859649123,-0.0021929824561403577,0.44170096021947874,0.2955619770073099,"{""val_acc_selective"": 0.44170096021947874, ""test_acc_mlp"": 0.45394736842105265, ""test_acc_selective"": 0.4517543859649123, ""selected_threshold"": 0.1, ""selected_reliability_threshold"": 0.3, ""selected_full_weights"": {""b1"": 1.0, ""b2"": 0.9, ""b3"": 0.0, ""b4"": 0.3, ""b5"": 0.2, ""b6"": 0.0}, ""fraction_test_feat_branch"": 0.03508771929824561, ""fraction_test_full_branch"": 0.03508771929824561, ""fraction_test_no_correct"": 0.9298245614035088}"
chameleon,2,133900,V3_LEARNED_MIX,0.45394736842105265,0.45394736842105265,0.0,0.44170096021947874,0.33691682999779005,"{""val_acc_selective"": 0.44170096021947874, ""test_acc_mlp"": 0.45394736842105265, ""test_acc_selective"": 0.45394736842105265, ""mean_gate_prob_test"": 0.41530489921569824, ""fraction_test_gate_above_0.5"": 0.0}"
chameleon,2,133900,V4_ENTROPY_GATE,0.45394736842105265,0.45394736842105265,0.0,0.4458161865569273,0.2915963770064991,"{""val_acc_selective"": 0.4458161865569273, ""test_acc_mlp"": 0.45394736842105265, ""test_acc_selective"": 0.45394736842105265, ""selected_entropy_threshold"": 0.7249587152878597, ""selected_weights"": {""b1"": 1.0, ""b2"": 0.9, ""b3"": 0.0, ""b4"": 0.3, ""b5"": 0.2, ""b6"": 0.0}, ""fraction_test_uncertain"": 0.33114035087719296, ""fraction_test_changed"": 0.010964912280701754}"
chameleon,2,133900,V5_KNN_ENHANCED,0.45394736842105265,0.45394736842105265,0.0,0.448559670781893,0.35857055299857166,"{""val_acc_selective"": 0.448559670781893, ""test_acc_mlp"": 0.45394736842105265, ""test_acc_selective"": 0.45394736842105265, ""selected_threshold"": 0.1, ""selected_weights"": {""b1"": 1.0, ""b2"": 0.7, ""b3"": 0.2, ""b4"": 0.4, ""b5"": 0.2, ""b6"": 0.0}, ""feature_knn_k"": 10, ""fraction_test_uncertain"": 0.07017543859649122, ""fraction_test_changed"": 0.019736842105263157}"
chameleon,2,133900,V6_COMBO,0.45394736842105265,0.4583333333333333,0.00438596491228066,0.4458161865569273,0.5026237170095555,"{""val_acc_selective"": 0.4458161865569273, ""test_acc_mlp"": 0.45394736842105265, ""test_acc_selective"": 0.4583333333333333, ""selected_weights"": {""b1"": 1.0, ""b2"": 0.5, ""b3"": 0.3, ""b4"": 0.4, ""b5"": 0.2, ""b6"": 0.0}, ""feature_knn_k"": 10, ""mean_gate_prob_test"": 0.41425538063049316, ""fraction_test_gate_above_0.5"": 0.0043859649122807015}"
texas,0,133700,BASELINE_SGC,0.7567567567567568,0.7567567567567568,0.0,0.8135593220338984,0.30022196199570317,"{""threshold"": 0.05, ""weights"": {""b1"": 1.0, ""b2"": 0.6, ""b3"": 0.0, ""b4"": 0.5, ""b5"": 0.3, ""b6"": 0.0}, ""frac_uncertain"": 0.05405405405405406, ""frac_changed"": 0.05405405405405406}"
texas,0,133700,MLP_ONLY,0.7567567567567568,0.7567567567567568,0.0,,0.0,{}
texas,0,133700,V1_RELIABILITY,0.7567567567567568,0.7567567567567568,0.0,0.8135593220338984,0.01257005000661593,"{""val_acc_selective"": 0.8135593220338984, ""test_acc_mlp"": 0.7567567567567568, ""test_acc_selective"": 0.7567567567567568, ""selected_threshold"": 0.05, ""selected_reliability_threshold"": 0.2425, ""selected_weights"": {""b1"": 1.0, ""b2"": 0.6, ""b3"": 0.0, ""b4"": 0.5, ""b5"": 0.3, ""b6"": 0.0}, ""fraction_test_uncertain"": 0.05405405405405406, ""fraction_test_reliable"": 0.7837837837837838, ""fraction_test_corrected"": 0.05405405405405406, ""fraction_test_changed"": 0.05405405405405406}"
texas,0,133700,V2_MULTIBRANCH,0.7567567567567568,0.7567567567567568,0.0,0.8135593220338984,0.00898062001215294,"{""val_acc_selective"": 0.8135593220338984, ""test_acc_mlp"": 0.7567567567567568, ""test_acc_selective"": 0.7567567567567568, ""selected_threshold"": 0.05, ""selected_reliability_threshold"": 0.3, ""selected_full_weights"": {""b1"": 1.0, ""b2"": 0.6, ""b3"": 0.0, ""b4"": 0.5, ""b5"": 0.3, ""b6"": 0.0}, ""fraction_test_feat_branch"": 0.0, ""fraction_test_full_branch"": 0.05405405405405406, ""fraction_test_no_correct"": 0.9459459459459459}"
texas,0,133700,V3_LEARNED_MIX,0.7567567567567568,0.7567567567567568,0.0,0.8135593220338984,0.03573618001246359,"{""val_acc_selective"": 0.8135593220338984, ""test_acc_mlp"": 0.7567567567567568, ""test_acc_selective"": 0.7567567567567568, ""mean_gate_prob_test"": 0.32578614354133606, ""fraction_test_gate_above_0.5"": 0.0}"
texas,0,133700,V4_ENTROPY_GATE,0.7567567567567568,0.7567567567567568,0.0,0.8135593220338984,0.00620702700689435,"{""val_acc_selective"": 0.8135593220338984, ""test_acc_mlp"": 0.7567567567567568, ""test_acc_selective"": 0.7567567567567568, ""selected_entropy_threshold"": 1.2431657704480892, ""selected_weights"": {""b1"": 1.0, ""b2"": 0.6, ""b3"": 0.0, ""b4"": 0.5, ""b5"": 0.3, ""b6"": 0.0}, ""fraction_test_uncertain"": 0.16216216216216217, ""fraction_test_changed"": 0.05405405405405406}"
texas,0,133700,V5_KNN_ENHANCED,0.7567567567567568,0.7567567567567568,0.0,0.8135593220338984,0.008428044995525852,"{""val_acc_selective"": 0.8135593220338984, ""test_acc_mlp"": 0.7567567567567568, ""test_acc_selective"": 0.7567567567567568, ""selected_threshold"": 0.05, ""selected_weights"": {""b1"": 1.0, ""b2"": 0.5, ""b3"": 0.4, ""b4"": 0.3, ""b5"": 0.2, ""b6"": 0.0}, ""feature_knn_k"": 10, ""fraction_test_uncertain"": 0.05405405405405406, ""fraction_test_changed"": 0.05405405405405406}"
texas,0,133700,V6_COMBO,0.7567567567567568,0.7567567567567568,0.0,0.8135593220338984,0.14664127099968027,"{""val_acc_selective"": 0.8135593220338984, ""test_acc_mlp"": 0.7567567567567568, ""test_acc_selective"": 0.7567567567567568, ""selected_weights"": {""b1"": 1.0, ""b2"": 0.5, ""b3"": 0.3, ""b4"": 0.4, ""b5"": 0.2, ""b6"": 0.0}, ""feature_knn_k"": 10, ""mean_gate_prob_test"": 0.3236255645751953, ""fraction_test_gate_above_0.5"": 0.02702702702702703}"
texas,1,133800,BASELINE_SGC,0.9459459459459459,0.972972972972973,0.027027027027027084,0.8305084745762712,0.30068957900220994,"{""threshold"": 0.05, ""weights"": {""b1"": 1.0, ""b2"": 0.6, ""b3"": 0.0, ""b4"": 0.5, ""b5"": 0.3, ""b6"": 0.0}, ""frac_uncertain"": 0.02702702702702703, ""frac_changed"": 0.02702702702702703}"
texas,1,133800,MLP_ONLY,0.9459459459459459,0.9459459459459459,0.0,,0.0,{}
texas,1,133800,V1_RELIABILITY,0.9459459459459459,0.972972972972973,0.027027027027027084,0.8305084745762712,0.013268955997773446,"{""val_acc_selective"": 0.8305084745762712, ""test_acc_mlp"": 0.9459459459459459, ""test_acc_selective"": 0.972972972972973, ""selected_threshold"": 0.05, ""selected_reliability_threshold"": 0.2589, ""selected_weights"": {""b1"": 1.0, ""b2"": 0.6, ""b3"": 0.0, ""b4"": 0.5, ""b5"": 0.3, ""b6"": 0.0}, ""fraction_test_uncertain"": 0.02702702702702703, ""fraction_test_reliable"": 0.8378378378378378, ""fraction_test_corrected"": 0.02702702702702703, ""fraction_test_changed"": 0.02702702702702703}"
