dataset,split_id,mlp_test_acc,final_v3_test_acc,ms_hsgc_test_acc,delta_ms_hsgc_vs_final_v3
chameleon,0,0.43640350877192985,0.4407894736842105,0.43859649122807015,-0.0021929824561403577
chameleon,1,0.45614035087719296,0.45614035087719296,0.4649122807017544,0.00877192982456143
chameleon,2,0.4605263157894737,0.46271929824561403,0.4605263157894737,-0.0021929824561403577
citeseer,0,0.6771771771771772,0.7012012012012012,0.6801801801801802,-0.02102102102102099
citeseer,1,0.6816816816816816,0.7027027027027027,0.6846846846846847,-0.018018018018018056
citeseer,2,0.6846846846846847,0.6921921921921922,0.6921921921921922,0.0
texas,0,0.7567567567567568,0.7567567567567568,0.7567567567567568,0.0
texas,1,0.8918918918918919,0.8918918918918919,0.8918918918918919,0.0
texas,2,0.8108108108108109,0.8108108108108109,0.8108108108108109,0.0
