dataset,split_id,seed,variant,test_acc,mlp_test_acc,delta_vs_mlp,fraction_routed_to_correction,fraction_changed_vs_mlp,changed_precision,n_helped,n_hurt,selected_tau,selected_rho,mean_reliability_corrected,mean_margin_corrected
pubmed,2,133900,FINAL_V3,0.8833671399594321,0.8696754563894523,0.01369168356997974,0.24949290060851928,0.03017241379310345,0.7327586206896551,85,31,0.92678,0.3,0.6490201086046211,0.5939351172618023
pubmed,2,133900,ABL_NO_RELIABILITY_GATE,0.8831135902636917,0.8696754563894523,0.013438133874239422,0.2606490872210953,0.030425963488843813,0.7264957264957265,85,32,0.92678,0.3,1.0,nan
pubmed,2,133900,ABL_BALANCED_PROFILE_ONLY,0.8785496957403651,0.8696754563894523,0.008874239350912805,0.047160243407707914,0.015212981744421906,0.8070175438596491,46,11,0.3,0.3,0.6128557466364059,nan
pubmed,2,133900,ABL_GRAPH_HEAVY_PROFILE_ONLY,0.8833671399594321,0.8696754563894523,0.01369168356997974,0.24949290060851928,0.03017241379310345,0.7327586206896551,85,31,0.92678,0.3,0.6490201086046211,nan
pubmed,2,133900,ABL_NO_COMPATIBILITY,0.8808316430020284,0.8696754563894523,0.011156186612576113,0.24949290060851928,0.020537525354969575,0.782051282051282,61,17,0.92678,0.3,0.6490201086046211,nan
pubmed,2,133900,ABL_NO_PROTOTYPE,0.8833671399594321,0.8696754563894523,0.01369168356997974,0.24949290060851928,0.03017241379310345,0.7327586206896551,85,31,0.92678,0.3,0.6490201086046211,nan
pubmed,3,134000,FINAL_V3,0.8856490872210954,0.8762677484787018,0.009381338742393552,0.22337728194726167,0.024594320486815417,0.6947368421052632,66,29,0.92393,0.3,0.639903930599505,0.6048008028236002
pubmed,3,134000,ABL_NO_RELIABILITY_GATE,0.8853955375253549,0.8762677484787018,0.009127789046653123,0.2355476673427992,0.025101419878296147,0.6875,66,30,0.92393,0.3,1.0,nan
pubmed,3,134000,ABL_BALANCED_PROFILE_ONLY,0.8818458417849898,0.8762677484787018,0.005578093306288001,0.22337728194726167,0.015212981744421906,0.6896551724137931,40,18,0.92393,0.3,0.639903930599505,nan
pubmed,3,134000,ABL_GRAPH_HEAVY_PROFILE_ONLY,0.8856490872210954,0.8762677484787018,0.009381338742393552,0.22337728194726167,0.024594320486815417,0.6947368421052632,66,29,0.92393,0.3,0.639903930599505,nan
pubmed,3,134000,ABL_NO_COMPATIBILITY,0.8831135902636917,0.8762677484787018,0.006845841784989926,0.22337728194726167,0.018002028397565924,0.6956521739130435,48,21,0.92393,0.3,0.639903930599505,nan
pubmed,3,134000,ABL_NO_PROTOTYPE,0.8848884381338742,0.8762677484787018,0.008620689655172376,0.22337728194726167,0.02434077079107505,0.6808510638297872,64,30,0.92393,0.3,0.639903930599505,nan
pubmed,4,134100,FINAL_V3,0.8871703853955375,0.8732251521298174,0.013945233265720058,0.22996957403651117,0.02915821501014199,0.7477477477477478,83,28,0.91622,0.3,0.6410783264930716,0.5774813839958317
pubmed,4,134100,ABL_NO_RELIABILITY_GATE,0.8871703853955375,0.8732251521298174,0.013945233265720058,0.23960446247464504,0.02966531440162272,0.7433628318584071,84,29,0.91622,0.3,1.0,nan
pubmed,4,134100,ABL_BALANCED_PROFILE_ONLY,0.8831135902636917,0.8732251521298174,0.0098884381338743,0.22996957403651117,0.019016227180527385,0.7671232876712328,56,17,0.91622,0.3,0.6410783264930716,nan
pubmed,4,134100,ABL_GRAPH_HEAVY_PROFILE_ONLY,0.8871703853955375,0.8732251521298174,0.013945233265720058,0.22996957403651117,0.02915821501014199,0.7477477477477478,83,28,0.91622,0.3,0.6410783264930716,nan
pubmed,4,134100,ABL_NO_COMPATIBILITY,0.8846348884381339,0.8732251521298174,0.011409736308316432,0.22996957403651117,0.022565922920892496,0.7586206896551724,66,21,0.91622,0.3,0.6410783264930716,nan
pubmed,4,134100,ABL_NO_PROTOTYPE,0.8871703853955375,0.8732251521298174,0.013945233265720058,0.22996957403651117,0.02865111561866126,0.7522935779816514,82,27,0.91622,0.3,0.6410783264930716,nan
pubmed,5,134200,FINAL_V3,0.8884381338742393,0.8752535496957403,0.013184584178498993,0.24974645030425963,0.029918864097363083,0.7321428571428571,82,30,0.92625,0.3,0.6375765720919067,0.5985913962239239
pubmed,5,134200,ABL_NO_RELIABILITY_GATE,0.8884381338742393,0.8752535496957403,0.013184584178498993,0.25735294117647056,0.030425963488843813,0.7280701754385965,83,31,0.92625,0.3,1.0,nan
pubmed,5,134200,ABL_BALANCED_PROFILE_ONLY,0.8841277890466531,0.8752535496957403,0.008874239350912805,0.24974645030425963,0.016227180527383367,0.7966101694915254,47,12,0.92625,0.3,0.6375765720919067,nan
pubmed,5,134200,ABL_GRAPH_HEAVY_PROFILE_ONLY,0.8884381338742393,0.8752535496957403,0.013184584178498993,0.24974645030425963,0.029918864097363083,0.7321428571428571,82,30,0.92625,0.3,0.6375765720919067,nan
pubmed,5,134200,ABL_NO_COMPATIBILITY,0.8856490872210954,0.8752535496957403,0.010395537525355047,0.24974645030425963,0.022058823529411766,0.7530864197530864,61,20,0.92625,0.3,0.6375765720919067,nan
pubmed,5,134200,ABL_NO_PROTOTYPE,0.888184584178499,0.8752535496957403,0.012931034482758674,0.24974645030425963,0.02966531440162272,0.7297297297297297,81,30,0.92625,0.3,0.6375765720919067,nan
pubmed,6,134300,FINAL_V3,0.8843813387423936,0.8691683569979716,0.015212981744421983,0.24695740365111563,0.02814401622718053,0.7830188679245284,83,23,0.93317,0.3,0.6432688408510157,0.6042443236978667
pubmed,6,134300,ABL_NO_RELIABILITY_GATE,0.8851419878296146,0.8691683569979716,0.01597363083164305,0.2581135902636917,0.029411764705882353,0.7837837837837838,87,24,0.93317,0.3,1.0,nan
pubmed,6,134300,ABL_BALANCED_PROFILE_ONLY,0.8772819472616633,0.8691683569979716,0.008113590263691739,0.04437119675456389,0.015973630831643004,0.7580645161290323,47,15,0.3,0.3,0.583551232104255,nan
pubmed,6,134300,ABL_GRAPH_HEAVY_PROFILE_ONLY,0.8843813387423936,0.8691683569979716,0.015212981744421983,0.24695740365111563,0.02814401622718053,0.7830188679245284,83,23,0.93317,0.3,0.6432688408510157,nan
pubmed,6,134300,ABL_NO_COMPATIBILITY,0.8810851926977687,0.8691683569979716,0.01191683569979718,0.24695740365111563,0.022058823529411766,0.7764705882352941,66,19,0.93317,0.3,0.6432688408510157,nan
pubmed,6,134300,ABL_NO_PROTOTYPE,0.8851419878296146,0.8691683569979716,0.01597363083164305,0.24695740365111563,0.029411764705882353,0.7837837837837838,87,24,0.93317,0.3,0.6432688408510157,nan
pubmed,7,134400,FINAL_V3,0.8866632860040567,0.8729716024340771,0.013691683569979629,0.23859026369168357,0.03144016227180527,0.725,87,33,0.92296,0.3,0.6440220457552346,0.5940111291997617
pubmed,7,134400,ABL_NO_RELIABILITY_GATE,0.8864097363083164,0.8729716024340771,0.01343813387423931,0.2484787018255578,0.03169371196754564,0.71900826446281,87,34,0.92296,0.3,1.0,nan
pubmed,7,134400,ABL_BALANCED_PROFILE_ONLY,0.8820993914807302,0.8729716024340771,0.009127789046653123,0.23859026369168357,0.019523326572008115,0.7432432432432432,55,19,0.92296,0.3,0.6440220457552346,nan
pubmed,7,134400,ABL_GRAPH_HEAVY_PROFILE_ONLY,0.8866632860040567,0.8729716024340771,0.013691683569979629,0.23859026369168357,0.03144016227180527,0.725,87,33,0.92296,0.3,0.6440220457552346,nan
pubmed,7,134400,ABL_NO_COMPATIBILITY,0.882606490872211,0.8729716024340771,0.00963488843813387,0.23859026369168357,0.02484787018255578,0.7021276595744681,66,28,0.92296,0.3,0.6440220457552346,nan
pubmed,7,134400,ABL_NO_PROTOTYPE,0.8864097363083164,0.8729716024340771,0.01343813387423931,0.23859026369168357,0.03118661257606491,0.7226890756302521,86,33,0.92296,0.3,0.6440220457552346,nan
pubmed,8,134500,FINAL_V3,0.882606490872211,0.8679006085192698,0.014705882352941235,0.2317444219066937,0.029918864097363083,0.75,87,29,0.91458,0.3,0.6422118976238697,0.5844657033135711
pubmed,8,134500,ABL_NO_RELIABILITY_GATE,0.882606490872211,0.8679006085192698,0.014705882352941235,0.24112576064908722,0.030425963488843813,0.7457627118644068,88,30,0.91458,0.3,1.0,nan
pubmed,8,134500,ABL_BALANCED_PROFILE_ONLY,0.8785496957403651,0.8679006085192698,0.010649087221095366,0.2317444219066937,0.01977687626774848,0.7763157894736842,59,17,0.91458,0.3,0.6422118976238697,nan
pubmed,8,134500,ABL_GRAPH_HEAVY_PROFILE_ONLY,0.882606490872211,0.8679006085192698,0.014705882352941235,0.2317444219066937,0.029918864097363083,0.75,87,29,0.91458,0.3,0.6422118976238697,nan
pubmed,8,134500,ABL_NO_COMPATIBILITY,0.8795638945233266,0.8679006085192698,0.011663286004056861,0.2317444219066937,0.02281947261663286,0.7613636363636364,67,21,0.91458,0.3,0.6422118976238697,nan
pubmed,8,134500,ABL_NO_PROTOTYPE,0.8818458417849898,0.8679006085192698,0.013945233265720058,0.2317444219066937,0.02966531440162272,0.7391304347826086,85,30,0.91458,0.3,0.6422118976238697,nan
pubmed,9,134600,FINAL_V3,0.8869168356997972,0.8755070993914807,0.011409736308316432,0.25481744421906694,0.030425963488843813,0.6923076923076923,81,36,0.92738,0.3,0.6435279486678929,0.5909531981012418
pubmed,9,134600,ABL_NO_RELIABILITY_GATE,0.8869168356997972,0.8755070993914807,0.011409736308316432,0.2682555780933063,0.030425963488843813,0.6923076923076923,81,36,0.92738,0.3,1.0,nan
pubmed,9,134600,ABL_BALANCED_PROFILE_ONLY,0.8838742393509128,0.8755070993914807,0.008367139959432057,0.25481744421906694,0.0218052738336714,0.6987951807228916,58,25,0.92738,0.3,0.6435279486678929,nan
pubmed,9,134600,ABL_GRAPH_HEAVY_PROFILE_ONLY,0.8869168356997972,0.8755070993914807,0.011409736308316432,0.25481744421906694,0.030425963488843813,0.6923076923076923,81,36,0.92738,0.3,0.6435279486678929,nan
pubmed,9,134600,ABL_NO_COMPATIBILITY,0.8851419878296146,0.8755070993914807,0.00963488843813387,0.25481744421906694,0.025101419878296147,0.6979166666666666,67,29,0.92738,0.3,0.6435279486678929,nan
pubmed,9,134600,ABL_NO_PROTOTYPE,0.8871703853955375,0.8755070993914807,0.01166328600405675,0.25481744421906694,0.03067951318458418,0.6949152542372882,82,36,0.92738,0.3,0.6435279486678929,nan
texas,0,133700,FINAL_V3,0.7567567567567568,0.7567567567567568,0.0,0.05405405405405406,0.05405405405405406,0.0,0,0,0.05,0.3,0.3927830046011669,0.014827921986579895
texas,0,133700,ABL_NO_RELIABILITY_GATE,0.7567567567567568,0.7567567567567568,0.0,0.05405405405405406,0.05405405405405406,0.0,0,0,0.05,0.3,1.0,nan
texas,0,133700,ABL_BALANCED_PROFILE_ONLY,0.7567567567567568,0.7567567567567568,0.0,0.05405405405405406,0.05405405405405406,0.0,0,0,0.05,0.3,0.3927830046011669,nan
texas,0,133700,ABL_GRAPH_HEAVY_PROFILE_ONLY,0.7567567567567568,0.7567567567567568,0.0,0.05405405405405406,0.05405405405405406,0.0,0,0,0.05,0.3,0.3927830046011669,nan
texas,0,133700,ABL_NO_COMPATIBILITY,0.7567567567567568,0.7567567567567568,0.0,0.05405405405405406,0.05405405405405406,0.0,0,0,0.05,0.3,0.3927830046011669,nan
texas,0,133700,ABL_NO_PROTOTYPE,0.7567567567567568,0.7567567567567568,0.0,0.05405405405405406,0.05405405405405406,0.0,0,0,0.05,0.3,0.3927830046011669,nan
texas,1,133800,FINAL_V3,0.972972972972973,0.9459459459459459,0.027027027027027084,0.02702702702702703,0.02702702702702703,1.0,1,0,0.05,0.3,0.3299038531965793,0.00296589732170105
texas,1,133800,ABL_NO_RELIABILITY_GATE,0.972972972972973,0.9459459459459459,0.027027027027027084,0.02702702702702703,0.02702702702702703,1.0,1,0,0.05,0.3,1.0,nan
texas,1,133800,ABL_BALANCED_PROFILE_ONLY,0.972972972972973,0.9459459459459459,0.027027027027027084,0.02702702702702703,0.02702702702702703,1.0,1,0,0.05,0.3,0.3299038531965793,nan
texas,1,133800,ABL_GRAPH_HEAVY_PROFILE_ONLY,0.972972972972973,0.9459459459459459,0.027027027027027084,0.02702702702702703,0.02702702702702703,1.0,1,0,0.05,0.3,0.3299038531965793,nan
texas,1,133800,ABL_NO_COMPATIBILITY,0.972972972972973,0.9459459459459459,0.027027027027027084,0.02702702702702703,0.02702702702702703,1.0,1,0,0.05,0.3,0.3299038531965793,nan
texas,1,133800,ABL_NO_PROTOTYPE,0.972972972972973,0.9459459459459459,0.027027027027027084,0.02702702702702703,0.02702702702702703,1.0,1,0,0.05,0.3,0.3299038531965793,nan
texas,2,133900,FINAL_V3,0.8378378378378378,0.8378378378378378,0.0,0.0,0.0,1.0,0,0,0.05,0.3,,nan
texas,2,133900,ABL_NO_RELIABILITY_GATE,0.8378378378378378,0.8378378378378378,0.0,0.0,0.0,1.0,0,0,0.05,0.3,,nan
texas,2,133900,ABL_BALANCED_PROFILE_ONLY,0.8378378378378378,0.8378378378378378,0.0,0.0,0.0,1.0,0,0,0.05,0.3,,nan
texas,2,133900,ABL_GRAPH_HEAVY_PROFILE_ONLY,0.8378378378378378,0.8378378378378378,0.0,0.0,0.0,1.0,0,0,0.05,0.3,,nan
texas,2,133900,ABL_NO_COMPATIBILITY,0.8378378378378378,0.8378378378378378,0.0,0.0,0.0,1.0,0,0,0.05,0.3,,nan
texas,2,133900,ABL_NO_PROTOTYPE,0.8378378378378378,0.8378378378378378,0.0,0.0,0.0,1.0,0,0,0.05,0.3,,nan
texas,3,134000,FINAL_V3,0.8378378378378378,0.8108108108108109,0.027027027027026973,0.05405405405405406,0.02702702702702703,1.0,1,0,0.05,0.3,0.48661458275377495,0.02451343834400177
texas,3,134000,ABL_NO_RELIABILITY_GATE,0.8378378378378378,0.8108108108108109,0.027027027027026973,0.05405405405405406,0.02702702702702703,1.0,1,0,0.05,0.3,1.0,nan
texas,3,134000,ABL_BALANCED_PROFILE_ONLY,0.8378378378378378,0.8108108108108109,0.027027027027026973,0.05405405405405406,0.02702702702702703,1.0,1,0,0.05,0.3,0.48661458275377495,nan
texas,3,134000,ABL_GRAPH_HEAVY_PROFILE_ONLY,0.8378378378378378,0.8108108108108109,0.027027027027026973,0.05405405405405406,0.02702702702702703,1.0,1,0,0.05,0.3,0.48661458275377495,nan
texas,3,134000,ABL_NO_COMPATIBILITY,0.8108108108108109,0.8108108108108109,0.0,0.05405405405405406,0.0,1.0,0,0,0.05,0.3,0.48661458275377495,nan
texas,3,134000,ABL_NO_PROTOTYPE,0.8378378378378378,0.8108108108108109,0.027027027027026973,0.05405405405405406,0.02702702702702703,1.0,1,0,0.05,0.3,0.48661458275377495,nan
texas,4,134100,FINAL_V3,0.7297297297297297,0.7297297297297297,0.0,0.02702702702702703,0.02702702702702703,0.0,0,0,0.05,0.3,0.32127726080857305,0.022367775440216064
texas,4,134100,ABL_NO_RELIABILITY_GATE,0.7027027027027027,0.7297297297297297,-0.027027027027026973,0.05405405405405406,0.05405405405405406,0.0,0,1,0.05,0.3,1.0,nan
texas,4,134100,ABL_BALANCED_PROFILE_ONLY,0.7297297297297297,0.7297297297297297,0.0,0.02702702702702703,0.02702702702702703,0.0,0,0,0.05,0.3,0.32127726080857305,nan
texas,4,134100,ABL_GRAPH_HEAVY_PROFILE_ONLY,0.7297297297297297,0.7297297297297297,0.0,0.02702702702702703,0.02702702702702703,0.0,0,0,0.05,0.3,0.32127726080857305,nan
texas,4,134100,ABL_NO_COMPATIBILITY,0.7297297297297297,0.7297297297297297,0.0,0.02702702702702703,0.02702702702702703,0.0,0,0,0.05,0.3,0.32127726080857305,nan
texas,4,134100,ABL_NO_PROTOTYPE,0.7297297297297297,0.7297297297297297,0.0,0.02702702702702703,0.02702702702702703,0.0,0,0,0.05,0.3,0.32127726080857305,nan
texas,5,134200,FINAL_V3,0.7297297297297297,0.7567567567567568,-0.027027027027027084,0.02702702702702703,0.02702702702702703,0.0,0,1,0.05,0.3,0.4352096380259985,0.027795463800430298
texas,5,134200,ABL_NO_RELIABILITY_GATE,0.7297297297297297,0.7567567567567568,-0.027027027027027084,0.02702702702702703,0.02702702702702703,0.0,0,1,0.05,0.3,1.0,nan
texas,5,134200,ABL_BALANCED_PROFILE_ONLY,0.7297297297297297,0.7567567567567568,-0.027027027027027084,0.02702702702702703,0.02702702702702703,0.0,0,1,0.05,0.3,0.4352096380259985,nan
texas,5,134200,ABL_GRAPH_HEAVY_PROFILE_ONLY,0.7297297297297297,0.7567567567567568,-0.027027027027027084,0.02702702702702703,0.02702702702702703,0.0,0,1,0.05,0.3,0.4352096380259985,nan
texas,5,134200,ABL_NO_COMPATIBILITY,0.7297297297297297,0.7567567567567568,-0.027027027027027084,0.02702702702702703,0.02702702702702703,0.0,0,1,0.05,0.3,0.4352096380259985,nan
texas,5,134200,ABL_NO_PROTOTYPE,0.7297297297297297,0.7567567567567568,-0.027027027027027084,0.02702702702702703,0.02702702702702703,0.0,0,1,0.05,0.3,0.4352096380259985,nan
texas,6,134300,FINAL_V3,0.8108108108108109,0.8108108108108109,0.0,0.0,0.0,1.0,0,0,0.05,0.4,,nan
texas,6,134300,ABL_NO_RELIABILITY_GATE,0.8108108108108109,0.8108108108108109,0.0,0.02702702702702703,0.0,1.0,0,0,0.05,0.3,1.0,nan
texas,6,134300,ABL_BALANCED_PROFILE_ONLY,0.8108108108108109,0.8108108108108109,0.0,0.0,0.0,1.0,0,0,0.05,0.4,,nan
texas,6,134300,ABL_GRAPH_HEAVY_PROFILE_ONLY,0.8108108108108109,0.8108108108108109,0.0,0.0,0.0,1.0,0,0,0.05,0.4,,nan
texas,6,134300,ABL_NO_COMPATIBILITY,0.8108108108108109,0.8108108108108109,0.0,0.0,0.0,1.0,0,0,0.05,0.4,,nan
texas,6,134300,ABL_NO_PROTOTYPE,0.8108108108108109,0.8108108108108109,0.0,0.0,0.0,1.0,0,0,0.05,0.4,,nan
texas,7,134400,FINAL_V3,0.8108108108108109,0.7837837837837838,0.027027027027027084,0.02702702702702703,0.02702702702702703,1.0,1,0,0.05,0.4,0.44309227519294164,0.00900009274482727
texas,7,134400,ABL_NO_RELIABILITY_GATE,0.8108108108108109,0.7837837837837838,0.027027027027027084,0.02702702702702703,0.02702702702702703,1.0,1,0,0.05,0.3,1.0,nan
texas,7,134400,ABL_BALANCED_PROFILE_ONLY,0.8108108108108109,0.7837837837837838,0.027027027027027084,0.02702702702702703,0.02702702702702703,1.0,1,0,0.05,0.4,0.44309227519294164,nan
texas,7,134400,ABL_GRAPH_HEAVY_PROFILE_ONLY,0.8108108108108109,0.7837837837837838,0.027027027027027084,0.02702702702702703,0.02702702702702703,1.0,1,0,0.05,0.4,0.44309227519294164,nan
texas,7,134400,ABL_NO_COMPATIBILITY,0.7837837837837838,0.7837837837837838,0.0,0.02702702702702703,0.0,1.0,0,0,0.05,0.4,0.44309227519294164,nan
texas,7,134400,ABL_NO_PROTOTYPE,0.8108108108108109,0.7837837837837838,0.027027027027027084,0.02702702702702703,0.02702702702702703,1.0,1,0,0.05,0.4,0.44309227519294164,nan
texas,8,134500,FINAL_V3,0.7297297297297297,0.7297297297297297,0.0,0.0,0.0,1.0,0,0,0.05,0.3,,nan
texas,8,134500,ABL_NO_RELIABILITY_GATE,0.7297297297297297,0.7297297297297297,0.0,0.0,0.0,1.0,0,0,0.05,0.3,,nan
texas,8,134500,ABL_BALANCED_PROFILE_ONLY,0.7297297297297297,0.7297297297297297,0.0,0.0,0.0,1.0,0,0,0.05,0.3,,nan
texas,8,134500,ABL_GRAPH_HEAVY_PROFILE_ONLY,0.7297297297297297,0.7297297297297297,0.0,0.0,0.0,1.0,0,0,0.05,0.3,,nan
texas,8,134500,ABL_NO_COMPATIBILITY,0.7297297297297297,0.7297297297297297,0.0,0.0,0.0,1.0,0,0,0.05,0.3,,nan
texas,8,134500,ABL_NO_PROTOTYPE,0.7297297297297297,0.7297297297297297,0.0,0.0,0.0,1.0,0,0,0.05,0.3,,nan
texas,9,134600,FINAL_V3,0.8918918918918919,0.8918918918918919,0.0,0.0,0.0,1.0,0,0,0.05,0.6,,nan
texas,9,134600,ABL_NO_RELIABILITY_GATE,0.8648648648648649,0.8918918918918919,-0.027027027027026973,0.08108108108108109,0.02702702702702703,0.0,0,1,0.05,0.3,1.0,nan
texas,9,134600,ABL_BALANCED_PROFILE_ONLY,0.8918918918918919,0.8918918918918919,0.0,0.0,0.0,1.0,0,0,0.05,0.6,,nan
texas,9,134600,ABL_GRAPH_HEAVY_PROFILE_ONLY,0.8918918918918919,0.8918918918918919,0.0,0.0,0.0,1.0,0,0,0.05,0.6,,nan
texas,9,134600,ABL_NO_COMPATIBILITY,0.8918918918918919,0.8918918918918919,0.0,0.0,0.0,1.0,0,0,0.05,0.6,,nan
texas,9,134600,ABL_NO_PROTOTYPE,0.8918918918918919,0.8918918918918919,0.0,0.0,0.0,1.0,0,0,0.05,0.6,,nan
