dataset,split_id,selected_tau,base_selected_rho,rho,delta_rho,test_acc,delta_vs_mlp,fraction_routed_to_correction
wisconsin,2,0.05,0.3,0.25,-0.05,0.803921568627451,0.0,0.0392156862745098
wisconsin,2,0.05,0.3,0.3,0.0,0.803921568627451,0.0,0.0
wisconsin,2,0.05,0.3,0.35,0.05,0.803921568627451,0.0,0.0
wisconsin,2,0.05,0.3,0.4,0.1,0.803921568627451,0.0,0.0
wisconsin,3,0.05,0.3,0.19999999999999998,-0.1,0.8823529411764706,0.0,0.0392156862745098
wisconsin,3,0.05,0.3,0.25,-0.05,0.8823529411764706,0.0,0.0392156862745098
wisconsin,3,0.05,0.3,0.3,0.0,0.8823529411764706,0.0,0.0196078431372549
wisconsin,3,0.05,0.3,0.35,0.05,0.8823529411764706,0.0,0.0196078431372549
wisconsin,3,0.05,0.3,0.4,0.1,0.8823529411764706,0.0,0.0196078431372549
wisconsin,4,0.05,0.4,0.30000000000000004,-0.1,0.8823529411764706,0.0,0.0196078431372549
wisconsin,4,0.05,0.4,0.35000000000000003,-0.05,0.8823529411764706,0.0,0.0196078431372549
wisconsin,4,0.05,0.4,0.4,0.0,0.8823529411764706,0.0,0.0196078431372549
wisconsin,4,0.05,0.4,0.45,0.05,0.8823529411764706,0.0,0.0
wisconsin,4,0.05,0.4,0.5,0.1,0.8823529411764706,0.0,0.0
wisconsin,5,0.05,0.3,0.19999999999999998,-0.1,0.8431372549019608,0.0,0.09803921568627451
wisconsin,5,0.05,0.3,0.25,-0.05,0.8431372549019608,0.0,0.09803921568627451
