dataset,split_id,seed,variant,mlp_test_acc,test_acc,delta_vs_mlp,selected_tau,selected_rho
citeseer,1,133800,GRAPH_HEAVY_PROFILE_ONLY,0.6951951951951952,0.7117117117117117,0.016516516516516422,0.7299,0.3
citeseer,1,133800,NO_COMPATIBILITY_TERM,0.6951951951951952,0.7087087087087087,0.013513513513513487,0.7299,0.3
citeseer,1,133800,NO_PROTOTYPE_TERM,0.6951951951951952,0.7117117117117117,0.016516516516516422,0.7299,0.3
citeseer,2,133900,FINAL_V3,0.6666666666666666,0.6981981981981982,0.03153153153153154,0.67668,0.3
citeseer,2,133900,NO_RELIABILITY_GATE,0.6666666666666666,0.6981981981981982,0.03153153153153154,0.67668,0.3
citeseer,2,133900,BALANCED_PROFILE_ONLY,0.6666666666666666,0.6846846846846847,0.018018018018018056,0.3,0.3
citeseer,2,133900,GRAPH_HEAVY_PROFILE_ONLY,0.6666666666666666,0.6981981981981982,0.03153153153153154,0.67668,0.3
citeseer,2,133900,NO_COMPATIBILITY_TERM,0.6666666666666666,0.6891891891891891,0.022522522522522515,0.67668,0.3
citeseer,2,133900,NO_PROTOTYPE_TERM,0.6666666666666666,0.6966966966966966,0.03003003003003002,0.67668,0.3
citeseer,3,134000,FINAL_V3,0.6576576576576577,0.6846846846846847,0.027027027027026973,0.65916,0.3
citeseer,3,134000,NO_RELIABILITY_GATE,0.6576576576576577,0.6846846846846847,0.027027027027026973,0.65916,0.3
citeseer,3,134000,BALANCED_PROFILE_ONLY,0.6576576576576577,0.6681681681681682,0.01051051051051044,0.65916,0.3
citeseer,3,134000,GRAPH_HEAVY_PROFILE_ONLY,0.6576576576576577,0.6846846846846847,0.027027027027026973,0.65916,0.3
citeseer,3,134000,NO_COMPATIBILITY_TERM,0.6576576576576577,0.6756756756756757,0.018018018018017945,0.65916,0.3
citeseer,3,134000,NO_PROTOTYPE_TERM,0.6576576576576577,0.6846846846846847,0.027027027027026973,0.65916,0.3
citeseer,4,134100,FINAL_V3,0.7004716981132075,0.7122641509433962,0.011792452830188704,0.65493,0.3
citeseer,4,134100,NO_RELIABILITY_GATE,0.7004716981132075,0.7169811320754716,0.01650943396226412,0.65493,0.3
citeseer,4,134100,BALANCED_PROFILE_ONLY,0.7004716981132075,0.7075471698113207,0.007075471698113178,0.65493,0.3
citeseer,4,134100,GRAPH_HEAVY_PROFILE_ONLY,0.7004716981132075,0.7122641509433962,0.011792452830188704,0.65493,0.3
citeseer,4,134100,NO_COMPATIBILITY_TERM,0.7004716981132075,0.7051886792452831,0.004716981132075526,0.65493,0.3
citeseer,4,134100,NO_PROTOTYPE_TERM,0.7004716981132075,0.7122641509433962,0.011792452830188704,0.65493,0.3
citeseer,5,134200,FINAL_V3,0.6698113207547169,0.6886792452830188,0.018867924528301883,0.69027,0.3
citeseer,5,134200,NO_RELIABILITY_GATE,0.6698113207547169,0.6910377358490566,0.021226415094339646,0.69027,0.3
citeseer,5,134200,BALANCED_PROFILE_ONLY,0.6698113207547169,0.6768867924528302,0.007075471698113289,0.3,0.3
citeseer,5,134200,GRAPH_HEAVY_PROFILE_ONLY,0.6698113207547169,0.6886792452830188,0.018867924528301883,0.69027,0.3
citeseer,5,134200,NO_COMPATIBILITY_TERM,0.6698113207547169,0.6768867924528302,0.007075471698113289,0.3,0.3
citeseer,5,134200,NO_PROTOTYPE_TERM,0.6698113207547169,0.6886792452830188,0.018867924528301883,0.69027,0.3
citeseer,6,134300,FINAL_V3,0.6786786786786787,0.6951951951951952,0.016516516516516533,0.70679,0.3
citeseer,6,134300,NO_RELIABILITY_GATE,0.6786786786786787,0.6996996996996997,0.02102102102102099,0.70679,0.3
citeseer,6,134300,BALANCED_PROFILE_ONLY,0.6786786786786787,0.6891891891891891,0.01051051051051044,0.3,0.3
citeseer,6,134300,GRAPH_HEAVY_PROFILE_ONLY,0.6786786786786787,0.6951951951951952,0.016516516516516533,0.70679,0.3
citeseer,6,134300,NO_COMPATIBILITY_TERM,0.6786786786786787,0.6906906906906907,0.012012012012011963,0.70679,0.3
citeseer,6,134300,NO_PROTOTYPE_TERM,0.6786786786786787,0.6951951951951952,0.016516516516516533,0.70679,0.3
citeseer,7,134400,FINAL_V3,0.6771771771771772,0.7087087087087087,0.03153153153153154,0.71634,0.3
citeseer,7,134400,NO_RELIABILITY_GATE,0.6771771771771772,0.7117117117117117,0.03453453453453448,0.71634,0.3
citeseer,7,134400,BALANCED_PROFILE_ONLY,0.6771771771771772,0.6921921921921922,0.01501501501501501,0.3,0.3
citeseer,7,134400,GRAPH_HEAVY_PROFILE_ONLY,0.6771771771771772,0.7087087087087087,0.03153153153153154,0.71634,0.3
citeseer,7,134400,NO_COMPATIBILITY_TERM,0.6771771771771772,0.6921921921921922,0.01501501501501501,0.3,0.3
citeseer,7,134400,NO_PROTOTYPE_TERM,0.6771771771771772,0.7087087087087087,0.03153153153153154,0.71634,0.3
citeseer,8,134500,FINAL_V3,0.6711711711711712,0.7117117117117117,0.04054054054054046,0.67104,0.3
citeseer,8,134500,NO_RELIABILITY_GATE,0.6711711711711712,0.7132132132132132,0.04204204204204198,0.67104,0.3
citeseer,8,134500,BALANCED_PROFILE_ONLY,0.6711711711711712,0.6951951951951952,0.024024024024024038,0.3,0.3
citeseer,8,134500,GRAPH_HEAVY_PROFILE_ONLY,0.6711711711711712,0.7117117117117117,0.04054054054054046,0.67104,0.3
citeseer,8,134500,NO_COMPATIBILITY_TERM,0.6711711711711712,0.6966966966966966,0.02552552552552545,0.3,0.3
citeseer,8,134500,NO_PROTOTYPE_TERM,0.6711711711711712,0.7117117117117117,0.04054054054054046,0.67104,0.3
citeseer,9,134600,FINAL_V3,0.7282282282282282,0.7627627627627628,0.03453453453453459,0.65787,0.3
citeseer,9,134600,NO_RELIABILITY_GATE,0.7282282282282282,0.7627627627627628,0.03453453453453459,0.65787,0.3
citeseer,9,134600,BALANCED_PROFILE_ONLY,0.7282282282282282,0.7522522522522522,0.024024024024024038,0.65787,0.3
citeseer,9,134600,GRAPH_HEAVY_PROFILE_ONLY,0.7282282282282282,0.7627627627627628,0.03453453453453459,0.65787,0.3
citeseer,9,134600,NO_COMPATIBILITY_TERM,0.7282282282282282,0.7537537537537538,0.02552552552552556,0.65787,0.3
citeseer,9,134600,NO_PROTOTYPE_TERM,0.7282282282282282,0.7627627627627628,0.03453453453453459,0.65787,0.3
pubmed,0,133700,FINAL_V3,0.8653651115618661,0.8770283975659229,0.01166328600405675,0.92235,0.3
pubmed,0,133700,NO_RELIABILITY_GATE,0.8653651115618661,0.8767748478701826,0.011409736308316432,0.92235,0.3
pubmed,0,133700,BALANCED_PROFILE_ONLY,0.8653651115618661,0.8742393509127789,0.008874239350912805,0.92235,0.3
pubmed,0,133700,GRAPH_HEAVY_PROFILE_ONLY,0.8653651115618661,0.8770283975659229,0.01166328600405675,0.92235,0.3
pubmed,0,133700,NO_COMPATIBILITY_TERM,0.8653651115618661,0.8757606490872211,0.010395537525354936,0.92235,0.3
pubmed,0,133700,NO_PROTOTYPE_TERM,0.8653651115618661,0.8777890466531441,0.012423935091277927,0.92235,0.3
pubmed,1,133800,FINAL_V3,0.8765212981744422,0.8891987829614605,0.012677484787018245,0.91456,0.3
pubmed,1,133800,NO_RELIABILITY_GATE,0.8765212981744422,0.8889452332657201,0.012423935091277816,0.91456,0.3
pubmed,1,133800,BALANCED_PROFILE_ONLY,0.8765212981744422,0.8861561866125761,0.00963488843813387,0.91456,0.3
pubmed,1,133800,GRAPH_HEAVY_PROFILE_ONLY,0.8765212981744422,0.8891987829614605,0.012677484787018245,0.91456,0.3
pubmed,1,133800,NO_COMPATIBILITY_TERM,0.8765212981744422,0.8869168356997972,0.010395537525354936,0.91456,0.3
pubmed,1,133800,NO_PROTOTYPE_TERM,0.8765212981744422,0.8886916835699797,0.012170385395537497,0.91456,0.3
pubmed,2,133900,FINAL_V3,0.8696754563894523,0.8833671399594321,0.01369168356997974,0.92678,0.3
pubmed,2,133900,NO_RELIABILITY_GATE,0.8696754563894523,0.8831135902636917,0.013438133874239422,0.92678,0.3
pubmed,2,133900,BALANCED_PROFILE_ONLY,0.8696754563894523,0.8785496957403651,0.008874239350912805,0.3,0.3
pubmed,2,133900,GRAPH_HEAVY_PROFILE_ONLY,0.8696754563894523,0.8833671399594321,0.01369168356997974,0.92678,0.3
pubmed,2,133900,NO_COMPATIBILITY_TERM,0.8696754563894523,0.8808316430020284,0.011156186612576113,0.92678,0.3
pubmed,2,133900,NO_PROTOTYPE_TERM,0.8696754563894523,0.8833671399594321,0.01369168356997974,0.92678,0.3
pubmed,3,134000,FINAL_V3,0.8762677484787018,0.8856490872210954,0.009381338742393552,0.92393,0.3
pubmed,3,134000,NO_RELIABILITY_GATE,0.8762677484787018,0.8853955375253549,0.009127789046653123,0.92393,0.3
pubmed,3,134000,BALANCED_PROFILE_ONLY,0.8762677484787018,0.8818458417849898,0.005578093306288001,0.92393,0.3
pubmed,3,134000,GRAPH_HEAVY_PROFILE_ONLY,0.8762677484787018,0.8856490872210954,0.009381338742393552,0.92393,0.3
pubmed,3,134000,NO_COMPATIBILITY_TERM,0.8762677484787018,0.8831135902636917,0.006845841784989926,0.92393,0.3
pubmed,3,134000,NO_PROTOTYPE_TERM,0.8762677484787018,0.8848884381338742,0.008620689655172376,0.92393,0.3
pubmed,4,134100,FINAL_V3,0.8732251521298174,0.8871703853955375,0.013945233265720058,0.91622,0.3
pubmed,4,134100,NO_RELIABILITY_GATE,0.8732251521298174,0.8871703853955375,0.013945233265720058,0.91622,0.3
pubmed,4,134100,BALANCED_PROFILE_ONLY,0.8732251521298174,0.8831135902636917,0.0098884381338743,0.91622,0.3
pubmed,4,134100,GRAPH_HEAVY_PROFILE_ONLY,0.8732251521298174,0.8871703853955375,0.013945233265720058,0.91622,0.3
pubmed,4,134100,NO_COMPATIBILITY_TERM,0.8732251521298174,0.8846348884381339,0.011409736308316432,0.91622,0.3
pubmed,4,134100,NO_PROTOTYPE_TERM,0.8732251521298174,0.8871703853955375,0.013945233265720058,0.91622,0.3
pubmed,5,134200,FINAL_V3,0.8752535496957403,0.8884381338742393,0.013184584178498993,0.92625,0.3
pubmed,5,134200,NO_RELIABILITY_GATE,0.8752535496957403,0.8884381338742393,0.013184584178498993,0.92625,0.3
pubmed,5,134200,BALANCED_PROFILE_ONLY,0.8752535496957403,0.8841277890466531,0.008874239350912805,0.92625,0.3
pubmed,5,134200,GRAPH_HEAVY_PROFILE_ONLY,0.8752535496957403,0.8884381338742393,0.013184584178498993,0.92625,0.3
pubmed,5,134200,NO_COMPATIBILITY_TERM,0.8752535496957403,0.8856490872210954,0.010395537525355047,0.92625,0.3
pubmed,5,134200,NO_PROTOTYPE_TERM,0.8752535496957403,0.888184584178499,0.012931034482758674,0.92625,0.3
pubmed,6,134300,FINAL_V3,0.8691683569979716,0.8843813387423936,0.015212981744421983,0.93317,0.3
pubmed,6,134300,NO_RELIABILITY_GATE,0.8691683569979716,0.8851419878296146,0.01597363083164305,0.93317,0.3
pubmed,6,134300,BALANCED_PROFILE_ONLY,0.8691683569979716,0.8772819472616633,0.008113590263691739,0.3,0.3
pubmed,6,134300,GRAPH_HEAVY_PROFILE_ONLY,0.8691683569979716,0.8843813387423936,0.015212981744421983,0.93317,0.3
pubmed,6,134300,NO_COMPATIBILITY_TERM,0.8691683569979716,0.8810851926977687,0.01191683569979718,0.93317,0.3
pubmed,6,134300,NO_PROTOTYPE_TERM,0.8691683569979716,0.8851419878296146,0.01597363083164305,0.93317,0.3
pubmed,7,134400,FINAL_V3,0.8729716024340771,0.8866632860040567,0.013691683569979629,0.92296,0.3
pubmed,7,134400,NO_RELIABILITY_GATE,0.8729716024340771,0.8864097363083164,0.01343813387423931,0.92296,0.3
pubmed,7,134400,BALANCED_PROFILE_ONLY,0.8729716024340771,0.8820993914807302,0.009127789046653123,0.92296,0.3
pubmed,7,134400,GRAPH_HEAVY_PROFILE_ONLY,0.8729716024340771,0.8866632860040567,0.013691683569979629,0.92296,0.3
pubmed,7,134400,NO_COMPATIBILITY_TERM,0.8729716024340771,0.882606490872211,0.00963488843813387,0.92296,0.3
pubmed,7,134400,NO_PROTOTYPE_TERM,0.8729716024340771,0.8864097363083164,0.01343813387423931,0.92296,0.3
pubmed,8,134500,FINAL_V3,0.8679006085192698,0.882606490872211,0.014705882352941235,0.91458,0.3
pubmed,8,134500,NO_RELIABILITY_GATE,0.8679006085192698,0.882606490872211,0.014705882352941235,0.91458,0.3
pubmed,8,134500,BALANCED_PROFILE_ONLY,0.8679006085192698,0.8785496957403651,0.010649087221095366,0.91458,0.3
pubmed,8,134500,GRAPH_HEAVY_PROFILE_ONLY,0.8679006085192698,0.882606490872211,0.014705882352941235,0.91458,0.3
pubmed,8,134500,NO_COMPATIBILITY_TERM,0.8679006085192698,0.8795638945233266,0.011663286004056861,0.91458,0.3
pubmed,8,134500,NO_PROTOTYPE_TERM,0.8679006085192698,0.8818458417849898,0.013945233265720058,0.91458,0.3
pubmed,9,134600,FINAL_V3,0.8755070993914807,0.8869168356997972,0.011409736308316432,0.92738,0.3
pubmed,9,134600,NO_RELIABILITY_GATE,0.8755070993914807,0.8869168356997972,0.011409736308316432,0.92738,0.3
pubmed,9,134600,BALANCED_PROFILE_ONLY,0.8755070993914807,0.8838742393509128,0.008367139959432057,0.92738,0.3
pubmed,9,134600,GRAPH_HEAVY_PROFILE_ONLY,0.8755070993914807,0.8869168356997972,0.011409736308316432,0.92738,0.3
pubmed,9,134600,NO_COMPATIBILITY_TERM,0.8755070993914807,0.8851419878296146,0.00963488843813387,0.92738,0.3
pubmed,9,134600,NO_PROTOTYPE_TERM,0.8755070993914807,0.8871703853955375,0.01166328600405675,0.92738,0.3
chameleon,0,133700,FINAL_V3,0.45614035087719296,0.45614035087719296,0.0,0.56885,0.3
chameleon,0,133700,NO_RELIABILITY_GATE,0.45614035087719296,0.45614035087719296,0.0,0.56885,0.3
chameleon,0,133700,BALANCED_PROFILE_ONLY,0.45614035087719296,0.45614035087719296,0.0,0.05,0.3
chameleon,0,133700,GRAPH_HEAVY_PROFILE_ONLY,0.45614035087719296,0.45614035087719296,0.0,0.56885,0.3
chameleon,0,133700,NO_COMPATIBILITY_TERM,0.45614035087719296,0.4583333333333333,0.0021929824561403577,0.05,0.3
chameleon,0,133700,NO_PROTOTYPE_TERM,0.45614035087719296,0.45614035087719296,0.0,0.05,0.3
chameleon,1,133800,FINAL_V3,0.46710526315789475,0.46710526315789475,0.0,0.05,0.6
chameleon,1,133800,NO_RELIABILITY_GATE,0.46710526315789475,0.4649122807017544,-0.0021929824561403577,0.05,0.3
chameleon,1,133800,BALANCED_PROFILE_ONLY,0.46710526315789475,0.46710526315789475,0.0,0.05,0.6
chameleon,1,133800,GRAPH_HEAVY_PROFILE_ONLY,0.46710526315789475,0.46710526315789475,0.0,0.05,0.6
chameleon,1,133800,NO_COMPATIBILITY_TERM,0.46710526315789475,0.46710526315789475,0.0,0.05,0.6
chameleon,1,133800,NO_PROTOTYPE_TERM,0.46710526315789475,0.46710526315789475,0.0,0.05,0.6
chameleon,2,133900,FINAL_V3,0.4473684210526316,0.4517543859649123,0.004385964912280715,0.1,0.4
chameleon,2,133900,NO_RELIABILITY_GATE,0.4473684210526316,0.4517543859649123,0.004385964912280715,0.1,0.3
chameleon,2,133900,BALANCED_PROFILE_ONLY,0.4473684210526316,0.4473684210526316,0.0,0.05,0.5
chameleon,2,133900,GRAPH_HEAVY_PROFILE_ONLY,0.4473684210526316,0.4517543859649123,0.004385964912280715,0.1,0.4
chameleon,2,133900,NO_COMPATIBILITY_TERM,0.4473684210526316,0.4517543859649123,0.004385964912280715,0.1,0.4
chameleon,2,133900,NO_PROTOTYPE_TERM,0.4473684210526316,0.4473684210526316,0.0,0.05,0.5
chameleon,3,134000,FINAL_V3,0.5131578947368421,0.5131578947368421,0.0,0.05,0.6
chameleon,3,134000,NO_RELIABILITY_GATE,0.5131578947368421,0.5131578947368421,0.0,0.05,0.3
chameleon,3,134000,BALANCED_PROFILE_ONLY,0.5131578947368421,0.5131578947368421,0.0,0.05,0.6
chameleon,3,134000,GRAPH_HEAVY_PROFILE_ONLY,0.5131578947368421,0.5131578947368421,0.0,0.05,0.6
chameleon,3,134000,NO_COMPATIBILITY_TERM,0.5131578947368421,0.5131578947368421,0.0,0.05,0.6
chameleon,3,134000,NO_PROTOTYPE_TERM,0.5131578947368421,0.5131578947368421,0.0,0.05,0.6
chameleon,4,134100,FINAL_V3,0.4934210526315789,0.4934210526315789,0.0,0.3,0.3
chameleon,4,134100,NO_RELIABILITY_GATE,0.4934210526315789,0.4934210526315789,0.0,0.3,0.3
chameleon,4,134100,BALANCED_PROFILE_ONLY,0.4934210526315789,0.4934210526315789,0.0,0.05,0.3
chameleon,4,134100,GRAPH_HEAVY_PROFILE_ONLY,0.4934210526315789,0.4934210526315789,0.0,0.3,0.3
chameleon,4,134100,NO_COMPATIBILITY_TERM,0.4934210526315789,0.4934210526315789,0.0,0.3,0.3
chameleon,4,134100,NO_PROTOTYPE_TERM,0.4934210526315789,0.4934210526315789,0.0,0.3,0.3
chameleon,5,134200,FINAL_V3,0.4473684210526316,0.45394736842105265,0.006578947368421073,0.1,0.3
chameleon,5,134200,NO_RELIABILITY_GATE,0.4473684210526316,0.45394736842105265,0.006578947368421073,0.1,0.3
chameleon,5,134200,BALANCED_PROFILE_ONLY,0.4473684210526316,0.45614035087719296,0.008771929824561375,0.1,0.3
chameleon,5,134200,GRAPH_HEAVY_PROFILE_ONLY,0.4473684210526316,0.45394736842105265,0.006578947368421073,0.1,0.3
chameleon,5,134200,NO_COMPATIBILITY_TERM,0.4473684210526316,0.45394736842105265,0.006578947368421073,0.1,0.3
chameleon,5,134200,NO_PROTOTYPE_TERM,0.4473684210526316,0.45394736842105265,0.006578947368421073,0.1,0.3
chameleon,6,134300,FINAL_V3,0.47368421052631576,0.47368421052631576,0.0,0.05,0.3
chameleon,6,134300,NO_RELIABILITY_GATE,0.47368421052631576,0.47368421052631576,0.0,0.05,0.3
chameleon,6,134300,BALANCED_PROFILE_ONLY,0.47368421052631576,0.47368421052631576,0.0,0.05,0.3
chameleon,6,134300,GRAPH_HEAVY_PROFILE_ONLY,0.47368421052631576,0.47149122807017546,-0.002192982456140302,0.05,0.3
chameleon,6,134300,NO_COMPATIBILITY_TERM,0.47368421052631576,0.47368421052631576,0.0,0.05,0.3
chameleon,6,134300,NO_PROTOTYPE_TERM,0.47368421052631576,0.47368421052631576,0.0,0.05,0.3
chameleon,7,134400,FINAL_V3,0.48903508771929827,0.4824561403508772,-0.006578947368421073,0.2,0.3
chameleon,7,134400,NO_RELIABILITY_GATE,0.48903508771929827,0.4824561403508772,-0.006578947368421073,0.2,0.3
chameleon,7,134400,BALANCED_PROFILE_ONLY,0.48903508771929827,0.4824561403508772,-0.006578947368421073,0.2,0.3
chameleon,7,134400,GRAPH_HEAVY_PROFILE_ONLY,0.48903508771929827,0.48464912280701755,-0.004385964912280715,0.05,0.3
chameleon,7,134400,NO_COMPATIBILITY_TERM,0.48903508771929827,0.48464912280701755,-0.004385964912280715,0.05,0.3
chameleon,7,134400,NO_PROTOTYPE_TERM,0.48903508771929827,0.48464912280701755,-0.004385964912280715,0.05,0.3
chameleon,8,134500,FINAL_V3,0.4868421052631579,0.48464912280701755,-0.0021929824561403577,0.05,0.3
