dataset,n_splits,mlp_acc,canonical_acc,local_acc,local_minus_mlp,local_minus_canonical,low_bucket_delta_vs_mlp_local,high_bucket_delta_vs_mlp_local,changed_fraction_local,harmful_overwrite_rate_local,changed_precision_local,high_conf_untouched_rate_local
chameleon,3,0.4576023391812865,0.4590643274853801,0.4583333333333333,0.0007309941520467859,-0.0007309941520467859,0.0021929824561403577,0.0,0.007309941520467836,0.07407407407407407,0.8333333333333334,1.0
citeseer,3,0.6721721721721722,0.6961961961961962,0.6961961961961962,0.024024024024024,0.0,0.07207207207207204,0.0,0.045545545545545546,0.14275120504263997,0.8233445566778901,1.0
cora,3,0.704896042924212,0.7364185110663984,0.7364185110663984,0.031522468142186434,0.0,0.09437751004016064,0.0,0.0409121395036888,0.09872408293460926,0.8982456140350877,1.0
pubmed,3,0.8733096686950642,0.885311020960108,0.885311020960108,0.012001352265043952,0.0,0.03599493029150824,0.0,0.028313049357674105,0.27785959074351574,0.7162103077007159,1.0
texas,3,0.8468468468468467,0.8558558558558559,0.8558558558558559,0.009009009009009028,0.0,0.025641025641025623,0.0,0.02702702702702703,0.0,0.6666666666666666,1.0
wisconsin,3,0.7973856209150328,0.7973856209150328,0.7973856209150328,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
