dataset,split_id,mlp_acc,final_v3_acc,gcn_acc,appnp_acc,final_v3_delta_vs_mlp,gcn_delta_vs_mlp,appnp_delta_vs_mlp,final_v3_changed_count,final_v3_beneficial_change_count,final_v3_harmful_change_count,final_v3_correction_precision,final_v3_harmful_overwrite_rate,selected_tau,selected_rho,selected_b6,enable_lowconf_structural_term
chameleon,0,0.45614035087719296,0.45614035087719296,0.5833333333333334,0.4824561403508772,0.0,0.1271929824561404,0.026315789473684237,6,2,2,0.5,0.3333333333333333,0.56885,0.3,0.4,True
chameleon,1,0.46710526315789475,0.4758771929824561,0.5877192982456141,0.4824561403508772,0.008771929824561375,0.12061403508771934,0.015350877192982448,6,5,1,0.8333333333333334,0.16666666666666666,0.05,0.3,0.4,True
chameleon,2,0.4473684210526316,0.4517543859649123,0.4956140350877193,0.4451754385964912,0.004385964912280715,0.0482456140350877,-0.0021929824561403577,6,2,0,1.0,0.0,0.29049,0.4,0.4,True
texas,0,0.7567567567567568,0.7567567567567568,0.6756756756756757,0.6216216216216216,0.0,-0.08108108108108114,-0.1351351351351352,2,0,0,0.0,0.0,0.05,0.3,0.0,True
texas,1,0.9459459459459459,0.9459459459459459,0.5675675675675675,0.5405405405405406,0.0,-0.3783783783783784,-0.4054054054054054,2,1,1,0.5,0.5,0.1,0.3,0.4,True
texas,2,0.8378378378378378,0.8378378378378378,0.4864864864864865,0.4864864864864865,0.0,-0.3513513513513513,-0.3513513513513513,0,0,0,0.0,0.0,0.05,0.3,0.0,True
citeseer,0,0.6666666666666666,0.6981981981981982,0.7582582582582582,0.7537537537537538,0.03153153153153154,0.09159159159159158,0.08708708708708712,42,28,7,0.8,0.16666666666666666,0.66703,0.3,0.4,True
citeseer,1,0.6951951951951952,0.7132132132132132,0.7717717717717718,0.7612612612612613,0.018018018018017945,0.07657657657657657,0.06606606606606602,29,18,6,0.75,0.20689655172413793,0.7299,0.3,0.4,True
citeseer,2,0.6666666666666666,0.7072072072072072,0.7432432432432432,0.7477477477477478,0.04054054054054057,0.07657657657657657,0.08108108108108114,45,32,5,0.8648648648648649,0.1111111111111111,0.67668,0.3,0.4,True
