dataset,split_id,mlp_acc,final_v3_acc,baseline_method,baseline_acc,final_v3_harmful_count,baseline_harmful_count,notes
cora,0,0.6921529175050302,0.7203219315895373,gcn,0.8651911468812877,3,25,
cora,1,0.6981891348088531,0.7303822937625755,gcn,0.8853118712273642,2,23,
cora,2,0.7424547283702213,0.7665995975855131,gcn,0.8873239436619719,1,19,
chameleon,0,0.45614035087719296,0.45614035087719296,gcn,0.6228070175438597,2,47,
chameleon,1,0.46710526315789475,0.46710526315789475,gcn,0.6491228070175439,0,42,
chameleon,2,0.4473684210526316,0.4517543859649123,gcn,0.5921052631578947,0,56,
texas,0,0.7567567567567568,0.7567567567567568,gcn,0.6756756756756757,0,6,
texas,1,0.9459459459459459,0.972972972972973,gcn,0.5945945945945946,0,14,
texas,2,0.8378378378378378,0.8378378378378378,gcn,0.5405405405405406,0,11,
