dataset,split_id,seed,variant,test_acc_mlp,test_acc,delta_vs_mlp,val_acc,runtime_sec,details
cora,0,133700,BASELINE_SGC,0.6841046277665996,0.7082494969818913,0.024144869215291687,0.7600502512562815,1.605976026999997,"{""threshold"": 0.595724, ""weights"": {""b1"": 1.0, ""b2"": 0.4, ""b3"": 0.0, ""b4"": 0.9, ""b5"": 0.5, ""b6"": 0.0}, ""frac_uncertain"": 0.20321931589537223, ""frac_changed"": 0.03420523138832998}"
cora,0,133700,MLP_ONLY,0.6841046277665996,0.6841046277665996,0.0,,0.0,{}
cora,0,133700,V1_RELIABILITY,0.6841046277665996,0.704225352112676,0.02012072434607637,0.7587939698492462,0.13924840099934954,"{""val_acc_selective"": 0.7587939698492462, ""test_acc_mlp"": 0.6841046277665996, ""test_acc_selective"": 0.704225352112676, ""selected_threshold"": 0.595724, ""selected_reliability_threshold"": 0.4, ""selected_weights"": {""b1"": 1.0, ""b2"": 0.4, ""b3"": 0.0, ""b4"": 0.9, ""b5"": 0.5, ""b6"": 0.0}, ""fraction_test_uncertain"": 0.20321931589537223, ""fraction_test_reliable"": 0.8531187122736419, ""fraction_test_corrected"": 0.16498993963782696, ""fraction_test_changed"": 0.028169014084507043}"
cora,0,133700,V2_MULTIBRANCH,0.6841046277665996,0.704225352112676,0.02012072434607637,0.7587939698492462,0.1180351100047119,"{""val_acc_selective"": 0.7587939698492462, ""test_acc_mlp"": 0.6841046277665996, ""test_acc_selective"": 0.704225352112676, ""selected_threshold"": 0.595724, ""selected_reliability_threshold"": 0.4, ""selected_full_weights"": {""b1"": 1.0, ""b2"": 0.4, ""b3"": 0.0, ""b4"": 0.9, ""b5"": 0.5, ""b6"": 0.0}, ""fraction_test_feat_branch"": 0.03822937625754527, ""fraction_test_full_branch"": 0.16498993963782696, ""fraction_test_no_correct"": 0.7967806841046278}"
cora,0,133700,V5_KNN_ENHANCED,0.6841046277665996,0.704225352112676,0.02012072434607637,0.7474874371859297,0.22166210199065972,"{""val_acc_selective"": 0.7474874371859297, ""test_acc_mlp"": 0.6841046277665996, ""test_acc_selective"": 0.704225352112676, ""selected_threshold"": 0.595724, ""selected_weights"": {""b1"": 1.0, ""b2"": 0.6, ""b3"": 0.3, ""b4"": 0.5, ""b5"": 0.3, ""b6"": 0.0}, ""feature_knn_k"": 10, ""fraction_test_uncertain"": 0.20321931589537223, ""fraction_test_changed"": 0.028169014084507043}"
cora,0,133700,V7_ADAPTIVE,0.6841046277665996,0.704225352112676,0.02012072434607637,0.7587939698492462,0.1844445159949828,"{""val_acc_selective"": 0.7587939698492462, ""test_acc_mlp"": 0.6841046277665996, ""test_acc_selective"": 0.704225352112676, ""homophily"": 0.8096500601945162, ""is_homophilic"": true, ""selected_threshold"": 0.595724, ""selected_reliability_threshold"": 0.4, ""selected_weights"": {""b1"": 1.0, ""b2"": 0.4, ""b3"": 0.0, ""b4"": 0.9, ""b5"": 0.5, ""b6"": 0.0}, ""val_harm_rate"": 0.0, ""fraction_test_corrected"": 0.16498993963782696, ""fraction_test_changed"": 0.028169014084507043}"
cora,1,133800,BASELINE_SGC,0.7303822937625755,0.7484909456740443,0.01810865191146882,0.7512562814070352,1.5887613579980098,"{""threshold"": 0.574398, ""weights"": {""b1"": 1.0, ""b2"": 0.4, ""b3"": 0.0, ""b4"": 0.9, ""b5"": 0.5, ""b6"": 0.0}, ""frac_uncertain"": 0.2052313883299799, ""frac_changed"": 0.03621730382293763}"
cora,1,133800,MLP_ONLY,0.7303822937625755,0.7303822937625755,0.0,,0.0,{}
cora,1,133800,V1_RELIABILITY,0.7303822937625755,0.7464788732394366,0.01609657947686116,0.75,0.11820468699443154,"{""val_acc_selective"": 0.75, ""test_acc_mlp"": 0.7303822937625755, ""test_acc_selective"": 0.7464788732394366, ""selected_threshold"": 0.574398, ""selected_reliability_threshold"": 0.3, ""selected_weights"": {""b1"": 1.0, ""b2"": 0.4, ""b3"": 0.0, ""b4"": 0.9, ""b5"": 0.5, ""b6"": 0.0}, ""fraction_test_uncertain"": 0.2052313883299799, ""fraction_test_reliable"": 0.93158953722334, ""fraction_test_corrected"": 0.1790744466800805, ""fraction_test_changed"": 0.03219315895372234}"
cora,1,133800,V2_MULTIBRANCH,0.7303822937625755,0.7484909456740443,0.01810865191146882,0.75,0.10493011100334115,"{""val_acc_selective"": 0.75, ""test_acc_mlp"": 0.7303822937625755, ""test_acc_selective"": 0.7484909456740443, ""selected_threshold"": 0.574398, ""selected_reliability_threshold"": 0.3, ""selected_full_weights"": {""b1"": 1.0, ""b2"": 0.4, ""b3"": 0.0, ""b4"": 0.9, ""b5"": 0.5, ""b6"": 0.0}, ""fraction_test_feat_branch"": 0.026156941649899398, ""fraction_test_full_branch"": 0.1790744466800805, ""fraction_test_no_correct"": 0.7947686116700201}"
