section,dataset,n_runs,mean_delta,std_delta,mean_threshold,std_threshold,mean_uncertain_frac,mean_changed_frac,mean_acc_confident,mean_acc_uncertain,n_sgc_wins,n_sgc_losses,avg_max_prob_uncertain,avg_max_prob_confident,avg_margin_uncertain,avg_margin_confident,correction_helped,correction_hurt,correction_precision,comp_mlp,comp_feature_similarity,comp_feature_knn,comp_graph_neighbor,comp_compatibility,split_id,ablation,test_acc_mlp,test_acc_sgc,delta,threshold,uncertain_frac,changed_frac,tau
log_analysis,actor,30,-0.0008771929824561339,0.003403011358117686,0.16114526666666665,0.1548145582559843,0.18646929824561406,0.036337719298245606,0.36140275438060654,0.26723677325668976,10,16,0.42810718745333187,0.8188546024815015,0.10263442416604962,0.6943174480885228,429,1228,0.25890162945081474,0.9354725589386789,0.3210895617821631,0.0,0.18630764219282403,0.08010361555518787,,,,,,,,,
log_analysis,chameleon,30,1.8503717077085942e-18,0.004385964912280704,0.12512973333333335,0.06184325421091257,0.06849415204678362,0.01432748538011696,0.4743754556982382,0.2918178542199261,13,13,0.46733547999993713,0.8295649891440183,0.07672963126810027,0.6987293549083994,59,137,0.3010204081632653,0.812988480969909,0.26495517769007443,0.0,0.2159580226731472,0.08772058134900773,,,,,,,,,
log_analysis,citeseer,30,0.025101280525808827,0.008533332901911977,0.5688879000000001,0.04142570144515761,0.21220843484994428,0.05120332596747691,0.7577066897865696,0.5098073871759332,30,0,0.5809107205598986,0.9599437223152868,0.28824458161229766,0.9315793473692261,615,323,0.6556503198294243,0.6851229470072088,0.2049734783402905,0.0,0.5037584705438749,0.21383887998627404,,,,,,,,,
log_analysis,cora,30,0.03507712944332662,0.009756419153954548,0.5922588,0.05987043294838167,0.20737759892689472,0.046613011401743794,0.7917414702960553,0.555985101843459,30,0,0.5827588841540771,0.9633690056148813,0.2978267344907601,0.9381197010861186,571,124,0.8215827338129497,0.6712422152317646,0.20746077194250878,0.0,0.44836480054216227,0.20428239100481704,,,,,,,,,
log_analysis,cornell,30,7.401486830834377e-18,0.01973774982000599,0.06127780000000002,0.05222414268350096,0.04144144144144145,0.013513513513513514,0.7398530654413008,0.2834467120181406,5,5,0.40194282227236294,0.8225096083785358,0.04169801816992138,0.721336131972238,6,9,0.4,0.9586365458172582,0.2858596876911495,0.0,0.20798456365290963,0.09522614101569726,,,,,,,,,
log_analysis,pubmed,30,0.011713995943204873,0.002790122111171268,0.8574518333333334,0.008366976025157206,0.19845334685598376,0.029352603110209607,0.9332250961858854,0.685342943705446,30,0,0.7530926935354747,0.9926406707405336,0.5162052564707836,0.9856112765749457,2378,1095,0.6847106248200403,0.37666682458714623,0.21358821849634954,0.0,0.6193053331691668,0.29512549266752924,,,,,,,,,
log_analysis,squirrel,30,0.00022414345180916118,0.002400682951998281,0.12833333333333335,0.06668749674580852,0.07252641690682037,0.01088696765930195,0.32590638708043296,0.27275686565180873,14,14,0.4728151243517204,0.8481680397087689,0.07892985607746159,0.7318629477315397,82,258,0.2411764705882353,0.7874951806147159,0.28641595723350055,0.0,0.17241604624527512,0.08377903267523552,,,,,,,,,
log_analysis,texas,30,0.0009009009009009028,0.01477587339356462,0.05000000000000002,1.3877787807814457e-17,0.028828828828828826,0.015315315315315317,0.7993550578844697,0.4861111111111111,5,4,0.38100344501435757,0.817014312755199,0.02734047919511795,0.7103787178521923,6,11,0.35294117647058826,1.0221651932846718,0.31597618209198114,0.0,0.18214013172432583,0.06925215131827067,,,,,,,,,
log_analysis,wisconsin,30,-0.0019607843137254906,0.009266305149514906,0.06666666666666668,0.04714045207910316,0.024183006535947713,0.0071895424836601295,0.8580067490764421,0.32982456140350874,1,3,0.39623165372255686,0.8848474716190037,0.043310904019587745,0.8169097925380125,2,9,0.18181818181818182,0.9722900813205192,0.27386728315740017,0.0,0.25565512243496996,0.08248908856148882,,,,,,,,,
ablation,cora,,,,,,,,,,,,,,,,,,,,,,,,0,full,0.676056338028169,0.6961770623742455,0.02012072434607648,0.593693,0.2535211267605634,0.026156941649899398,
ablation,cora,,,,,,,,,,,,,,,,,,,,,,,,0,no_feat_sim,0.676056338028169,0.6921529175050302,0.01609657947686116,0.593693,0.2535211267605634,0.026156941649899398,
ablation,cora,,,,,,,,,,,,,,,,,,,,,,,,0,no_graph_nbr,0.676056338028169,0.6800804828973843,0.004024144869215318,0.1,0.04225352112676056,0.008048289738430584,
ablation,cora,,,,,,,,,,,,,,,,,,,,,,,,0,no_compat,0.676056338028169,0.6881287726358148,0.012072434607645843,0.25,0.10261569416498995,0.018108651911468814,
ablation,cora,,,,,,,,,,,,,,,,,,,,,,,,0,feat_only,0.676056338028169,0.6780684104627767,0.002012072434607659,0.05,0.02012072434607646,0.004024144869215292,
ablation,cora,,,,,,,,,,,,,,,,,,,,,,,,0,graph_only,0.676056338028169,0.6921529175050302,0.01609657947686116,0.593693,0.2535211267605634,0.026156941649899398,
ablation,cora,,,,,,,,,,,,,,,,,,,,,,,,0,mlp_only,0.676056338028169,0.676056338028169,0.0,0.05,0.02012072434607646,0.0,
ablation,cora,,,,,,,,,,,,,,,,,,,,,,,,0,feat_knn,0.676056338028169,0.704225352112676,0.028169014084507005,0.593693,0.2535211267605634,0.04426559356136821,
ablation,cora,,,,,,,,,,,,,,,,,,,,,,,,1,full,0.7142857142857143,0.7223340040241448,0.008048289738430525,0.576114,0.17706237424547283,0.018108651911468814,
ablation,cora,,,,,,,,,,,,,,,,,,,,,,,,1,no_feat_sim,0.7142857142857143,0.7203219315895373,0.006036217303822977,0.576114,0.17706237424547283,0.01609657947686117,
ablation,cora,,,,,,,,,,,,,,,,,,,,,,,,1,no_graph_nbr,0.7142857142857143,0.7183098591549296,0.004024144869215318,0.1,0.028169014084507043,0.006036217303822937,
ablation,cora,,,,,,,,,,,,,,,,,,,,,,,,1,no_compat,0.7142857142857143,0.7203219315895373,0.006036217303822977,0.2,0.05030181086519115,0.008048289738430584,
ablation,cora,,,,,,,,,,,,,,,,,,,,,,,,1,feat_only,0.7142857142857143,0.7142857142857143,0.0,0.05,0.012072434607645875,0.0,
ablation,cora,,,,,,,,,,,,,,,,,,,,,,,,1,graph_only,0.7142857142857143,0.7203219315895373,0.006036217303822977,0.576114,0.17706237424547283,0.01609657947686117,
ablation,cora,,,,,,,,,,,,,,,,,,,,,,,,1,mlp_only,0.7142857142857143,0.7142857142857143,0.0,0.05,0.012072434607645875,0.0,
ablation,cora,,,,,,,,,,,,,,,,,,,,,,,,1,feat_knn,0.7142857142857143,0.7243460764587525,0.010060362173038184,0.576114,0.17706237424547283,0.026156941649899398,
ablation,actor,,,,,,,,,,,,,,,,,,,,,,,,0,full,0.3519736842105263,0.35723684210526313,0.005263157894736803,0.2,0.2256578947368421,0.03289473684210526,
ablation,actor,,,,,,,,,,,,,,,,,,,,,,,,0,no_feat_sim,0.3519736842105263,0.35460526315789476,0.0026315789473684292,0.05,0.07763157894736843,0.02763157894736842,
ablation,actor,,,,,,,,,,,,,,,,,,,,,,,,0,no_graph_nbr,0.3519736842105263,0.35460526315789476,0.0026315789473684292,0.05,0.07763157894736843,0.005263157894736842,
ablation,actor,,,,,,,,,,,,,,,,,,,,,,,,0,no_compat,0.3519736842105263,0.35723684210526313,0.005263157894736803,0.2,0.2256578947368421,0.03289473684210526,
ablation,actor,,,,,,,,,,,,,,,,,,,,,,,,0,feat_only,0.3519736842105263,0.35460526315789476,0.0026315789473684292,0.05,0.07763157894736843,0.005263157894736842,
ablation,actor,,,,,,,,,,,,,,,,,,,,,,,,0,graph_only,0.3519736842105263,0.35460526315789476,0.0026315789473684292,0.05,0.07763157894736843,0.02763157894736842,
ablation,actor,,,,,,,,,,,,,,,,,,,,,,,,0,mlp_only,0.3519736842105263,0.3519736842105263,0.0,0.05,0.07763157894736843,0.0,
ablation,actor,,,,,,,,,,,,,,,,,,,,,,,,0,feat_knn,0.3519736842105263,0.35592105263157897,0.003947368421052644,0.2,0.2256578947368421,0.02894736842105263,
ablation,actor,,,,,,,,,,,,,,,,,,,,,,,,1,full,0.3381578947368421,0.3375,-0.0006578947368420796,0.05,0.09539473684210527,0.02763157894736842,
ablation,actor,,,,,,,,,,,,,,,,,,,,,,,,1,no_feat_sim,0.3381578947368421,0.3375,-0.0006578947368420796,0.05,0.09539473684210527,0.029605263157894735,
ablation,actor,,,,,,,,,,,,,,,,,,,,,,,,1,no_graph_nbr,0.3381578947368421,0.3368421052631579,-0.0013157894736842146,0.05,0.09539473684210527,0.004605263157894736,
ablation,actor,,,,,,,,,,,,,,,,,,,,,,,,1,no_compat,0.3381578947368421,0.3381578947368421,0.0,0.05,0.09539473684210527,0.028289473684210528,
ablation,actor,,,,,,,,,,,,,,,,,,,,,,,,1,feat_only,0.3381578947368421,0.3368421052631579,-0.0013157894736842146,0.05,0.09539473684210527,0.004605263157894736,
ablation,actor,,,,,,,,,,,,,,,,,,,,,,,,1,graph_only,0.3381578947368421,0.3375,-0.0006578947368420796,0.05,0.09539473684210527,0.029605263157894735,
ablation,actor,,,,,,,,,,,,,,,,,,,,,,,,1,mlp_only,0.3381578947368421,0.3381578947368421,0.0,0.05,0.09539473684210527,0.0,
ablation,actor,,,,,,,,,,,,,,,,,,,,,,,,1,feat_knn,0.3381578947368421,0.33289473684210524,-0.0052631578947368585,0.05,0.09539473684210527,0.04736842105263158,
ablation,chameleon,,,,,,,,,,,,,,,,,,,,,,,,0,full,0.4780701754385965,0.4758771929824561,-0.0021929824561403577,0.05,0.03070175438596491,0.013157894736842105,
ablation,chameleon,,,,,,,,,,,,,,,,,,,,,,,,0,no_feat_sim,0.4780701754385965,0.4758771929824561,-0.0021929824561403577,0.05,0.03070175438596491,0.013157894736842105,
ablation,chameleon,,,,,,,,,,,,,,,,,,,,,,,,0,no_graph_nbr,0.4780701754385965,0.48026315789473684,0.0021929824561403577,0.05,0.03070175438596491,0.006578947368421052,
ablation,chameleon,,,,,,,,,,,,,,,,,,,,,,,,0,no_compat,0.4780701754385965,0.4758771929824561,-0.0021929824561403577,0.05,0.03070175438596491,0.013157894736842105,
ablation,chameleon,,,,,,,,,,,,,,,,,,,,,,,,0,feat_only,0.4780701754385965,0.4780701754385965,0.0,0.05,0.03070175438596491,0.0043859649122807015,
ablation,chameleon,,,,,,,,,,,,,,,,,,,,,,,,0,graph_only,0.4780701754385965,0.4758771929824561,-0.0021929824561403577,0.05,0.03070175438596491,0.013157894736842105,
