dataset,config_name,n_runs,mean_selective_test_acc,std_selective_test_acc,mean_delta_vs_mlp,std_delta_vs_mlp,wins_vs_mlp,losses_vs_mlp,ties_vs_mlp,avg_uncertain,avg_changed,avg_selected_threshold
citeseer,full,10,0.7141162388803899,0.017245016746751482,0.026573734808200477,0.005635579422627095,10,0,0,0.21319267380588136,0.050209643605870026,0.5741523
citeseer,no_compatibility,10,0.7083467901864128,0.01638049817201059,0.02080428611422349,0.005819563805067182,10,0,0,0.19764505071108843,0.03916369199388067,0.536323
citeseer,no_feature_sim,10,0.7139660887302397,0.01690237706905218,0.026423584658050326,0.0057991496614497665,10,0,0,0.21319267380588136,0.050059493455719875,0.5741523
citeseer,no_graph,10,0.6878427956258145,0.01766840406186797,0.00030029155362517603,0.0006005981723027515,4,6,0,0.020225650178480367,0.00045045045045045046,0.05
cora,full,10,0.740241448692153,0.02277200256681888,0.03219315271742147,0.005691005254362656,10,0,0,0.19356136820925554,0.044869215291750496,0.5602775999999999
cora,no_compatibility,10,0.7309859154929578,0.026633181950719505,0.022937619518226295,0.007485344672159872,10,0,0,0.18329979879275654,0.031187122736418514,0.5332147
cora,no_feature_sim,10,0.7400402414486922,0.022671333635417738,0.031991945473960705,0.005579653284624805,10,0,0,0.19356136820925554,0.044869215291750496,0.5602775999999999
cora,no_graph,10,0.7086519114688129,0.024623031856383662,0.0006036154940814442,0.0009220503024091483,6,4,0,0.01750503018108652,0.001006036217303823,0.05
